"activity","address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","updateddate","zip","outcome","lon","lat"
"Dispatch Work Crew","GARRISON BLVD & GWYNNS FALLS PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-16T17:39:47.000","2015-04-06T17:39:47.000","HANLON-LONGWOOD","15-00207583","MD","CLOSED","2015-05-11T12:02:43.000","2015-03-17T11:01:00.000","21216",NA,-76.6822591,39.3252895
"Dispatch Work Crew","2900  FOREST GLEN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-20T18:34:09.000","2015-06-10T18:34:09.000","WEST FOREST PARK","15-00396501","MD","CLOSED","2015-06-23T11:54:25.000","2015-05-20T18:46:00.000","21216",NA,-76.694762,39.319018
"Cityworks SR Comments","3304  PIEDMONT AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-04T14:27:46.000","2014-09-25T14:27:46.000","HANLON-LONGWOOD","14-00666528","MD","CLOSED","2014-09-08T12:07:48.000","2014-09-04T14:43:10.000","21216","UPDATED",-76.673111,39.316617
"Dispatch Work Crew","LOUISE AVE & CATALPHA RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-31T16:26:15.000","2015-02-21T16:26:15.000","HARFORD-ECHODALE/PERRING PARKWAY","15-00071650","MD","CLOSED","2015-02-03T19:11:40.000","2015-02-03T11:49:00.000","21214",NA,-96.7667059,43.203801
"Cityworks SR Comments","800 E CHASE ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-30T12:59:15.000","2014-10-21T12:59:15.000","JOHNSTON SQUARE","14-00735697","MD","CLOSED","2014-11-13T12:08:12.000","2014-09-30T14:01:21.000","21202","UPDATED",-76.6064215,39.3027804
"Dispatch Work Crew","1100 N ELLAMONT ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-23T19:57:31.000","2014-11-13T19:57:31.000","ROSEMONT","14-00800025","MD","CLOSED","2014-11-06T12:20:08.000","2014-10-27T11:37:00.000","21216",NA,-76.6704456,39.3024015
"Dispatch Work Crew","5600  WEXFORD RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-30T23:02:56.000","2015-02-20T23:02:56.000","MOUNT WASHINGTON","15-00070939","MD","CLOSED","2015-02-03T19:05:00.000","2015-02-03T19:04:00.000","21209",NA,-76.661518,39.360658
"Dispatch Work Crew","2700  GLEN AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-07T18:07:01.000","2015-07-28T18:07:01.000","MOUNT WASHINGTON","15-00532256","MD","O-WIP","2015-07-28T18:12:01.000","2015-07-08T11:42:00.000","21215",NA,-76.6778614,39.3615063
"Cityworks SR Comments","2200  ST CLOUD AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-23T01:46:38.000","2015-05-14T01:46:38.000","FOUR BY FOUR","15-00317043","MD","CLOSED","2015-05-01T12:11:11.000","2015-04-24T11:11:45.000","21213","UPDATED",-76.5772193,39.316456
"Dispatch Work Crew","601  CUMBERLAND ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-29T14:01:59.000","2015-05-20T14:01:59.000","SANDTOWN-WINCHESTER","15-00334307","MD","CLOSED","2015-06-16T11:10:54.000","2015-05-04T11:25:00.000","21217",NA,-76.641626,39.309048
