"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","lon","lat"
"3501 E BIDDLE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-19T18:05:05.000","2015-05-08T18:05:05.000","ORANGEVILLE INDUSTRIAL AREA","15-00220212","MD","DUPCLOSD","2015-03-19T18:05:05.000","21213",NA,NA,NA,NA,NA
"2915  RUECKERT AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-14T18:50:32.000","2015-05-03T18:50:32.000","LAURAVILLE","15-00203287","MD","CLOSED","2015-03-30T16:18:04.000","21214",NA,NA,NA,NA,NA
"3700  GELSTON DR","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-13T17:24:57.000","2015-05-02T17:24:57.000","EDMONDSON VILLAGE","15-00200899","MD","CLOSED","2015-04-22T09:49:17.000","21229","Generate Work Order","Sign erected","2015-04-22T09:49:00.000",NA,NA
"300 E 22 1/2 ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-12T17:42:16.000","2015-05-01T17:42:16.000","BARCLAY","15-00196184","MD","CLOSED","2015-03-26T17:32:24.000","21218","Generate Work Order","Sign erected","2015-03-26T17:32:00.000",NA,NA
"1411  BUSH ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-11T11:51:47.000","2015-04-30T11:51:47.000","WASHINGTON VILLAGE","15-00189389","MD","CLOSED","2015-04-06T10:20:23.000","21230","Generate Work Order","Sign erected","2015-04-06T10:20:00.000",NA,NA
"2100 E CHASE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-10T15:56:12.000","2015-04-29T15:56:12.000","MIDDLE EAST","15-00186681","MD","O-PENDNG","2015-05-06T11:20:32.000","21213",NA,NA,NA,NA,NA
"3501 E BIDDLE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-03-09T11:59:41.000","2015-04-28T11:59:41.000","ORANGEVILLE INDUSTRIAL AREA","15-00181074","MD","CLOSED","2015-03-16T16:57:22.000","21213",NA,NA,NA,NA,NA
"N CHARLES ST &E LAKE AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-02-17T21:18:43.000","2015-04-08T21:18:43.000","BELLONA-GITTINGS","15-00116154","MD","CLOSED","2015-05-05T12:30:56.000","21210","Generate Work Order","Sign erected","2015-05-05T12:28:00.000",NA,NA
"W WELLS ST &S HANOVER ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-02-13T12:46:24.000","2015-04-04T12:46:24.000","SBIC","15-00104217","MD","CLOSED","2015-03-25T17:43:25.000","21230","Generate Work Order","Sign erected","2015-03-25T17:43:00.000",NA,NA
"2412 E COLD SPRING LN","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-02-09T19:27:05.000","2015-03-31T19:27:05.000","LAURAVILLE","15-00093306","MD","CLOSED","2015-02-09T19:28:15.000","21214",NA,NA,NA,NA,NA
"2900  HARFORD RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-02-05T13:50:11.000","2015-03-27T13:50:11.000","COLDSTREAM HOMESTEAD MONTEBELLO","15-00083729","MD","CLOSED","2015-03-26T13:16:51.000","21218",NA,NA,NA,NA,NA
"2600  BERYL AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-02-04T12:49:38.000","2015-03-26T12:49:38.000","BIDDLE STREET","15-00080242","MD","CLOSED","2015-03-24T10:18:43.000","21205","Generate Work Order","Sign erected","2015-03-24T10:18:00.000",NA,NA
"2800  MARYLAND AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-02-03T17:12:46.000","2015-03-25T17:12:46.000","CHARLES VILLAGE","15-00078227","MD","CLOSED","2015-04-13T10:02:52.000","21218","Generate Work Order","Sign erected","2015-04-13T10:02:00.000",NA,NA
"2024 E BALTIMORE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-02-02T15:21:35.000","2015-03-24T15:21:35.000","BUTCHER'S HILL","15-00074357","MD","DUPCLOSD","2015-02-12T14:28:38.000","21231",NA,NA,NA,NA,NA
"1  COMMERCE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-30T18:04:37.000","2015-03-21T18:04:37.000","DOWNTOWN","15-00070338","MD","CLOSED","2015-02-23T17:23:12.000","21202",NA,NA,NA,NA,NA
"2024 E BALTIMORE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-30T17:04:54.000","2015-03-21T17:04:54.000","BUTCHER'S HILL","15-00070131","MD","DUPCLOSD","2015-02-12T14:28:38.000","21231",NA,NA,NA,NA,NA
"2221  CANARY CT","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-28T12:34:41.000","2015-03-19T12:34:41.000","UPPER FELLS POINT","15-00062978","MD","CLOSED","2015-03-04T10:07:26.000","21231","Generate Work Order","Sign erected","2015-03-04T10:06:00.000",NA,NA
"5512  MATTFELDT AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-25T23:29:07.000","2015-03-16T23:29:07.000","SABINA-MATTFELDT","15-00056030","MD","O-PENDNG","2015-03-27T13:31:04.000","21209",NA,NA,NA,NA,NA
"2412 E COLD SPRING LN","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-21T15:54:58.000","2015-03-12T15:54:58.000","LAURAVILLE","15-00046933","MD","CLOSED","2015-02-24T11:20:35.000","21214","Generate Work Order","Sign erected","2015-02-24T11:20:00.000",NA,NA
"2026 E BALTIMORE ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-16T14:53:07.000","2015-03-07T14:53:07.000","BUTCHER'S HILL","15-00036589","MD","CLOSED","2015-02-12T14:28:39.000","21231","Generate Work Order","Sign erected","2015-02-12T14:27:00.000",NA,NA
"1100  LYNDHURST ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-05T12:47:52.000","2015-02-24T12:47:52.000","EDMONDSON VILLAGE","15-00005954","MD","CLOSED","2015-02-09T12:29:17.000","21229",NA,NA,NA,NA,NA
"1800 E FEDERAL ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-02T18:04:16.000","2015-02-21T18:04:16.000","BROADWAY EAST","15-00002776","MD","CLOSED","2015-01-13T16:07:16.000","21213",NA,NA,NA,NA,NA
"400  SAINT PAUL PL","BALTIMORE","SIGNFADE","TRT-Sign Faded","2015-01-02T12:14:44.000","2015-02-21T12:14:44.000","DOWNTOWN","15-00001219","MD","CLOSED","2015-03-04T10:02:11.000","21202","Generate Work Order","Sign erected","2015-03-04T10:01:00.000",NA,NA
"1212  HAVERHILL RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-28T14:14:10.000","2015-02-16T14:14:10.000","VIOLETVILLE","14-00961242","MD","CLOSED","2015-02-12T09:51:54.000","21229","Generate Work Order","Sign erected","2015-02-12T09:51:00.000",NA,NA
"N CHARLES ST &E LAKE AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-28T02:44:36.000","2015-02-16T02:44:36.000","BELLONA-GITTINGS","14-00961068","MD","CLOSED","2015-02-06T15:21:03.000","21210",NA,NA,NA,NA,NA
"1600 E 32ND ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-26T16:29:26.000","2015-02-14T16:29:26.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00959363","MD","CLOSED","2015-03-16T10:17:15.000","21218","Generate Work Order","Sign erected","2015-03-16T10:17:00.000",NA,NA
"5600  BELAIR RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-18T17:57:32.000","2015-02-06T17:57:32.000","WALTHERSON","14-00943014","MD","CLOSED","2015-02-09T11:52:36.000","21206",NA,NA,NA,NA,NA
"2900  HARFORD RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-18T13:58:57.000","2015-02-06T13:58:57.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00941996","MD","CLOSED","2015-02-06T14:58:55.000","21218",NA,NA,NA,NA,NA
"200 W COLD SPRING LN","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-15T19:54:50.000","2015-02-03T19:54:50.000","EVERGREEN","14-00934427","MD","CLOSED","2015-01-22T15:05:48.000","21210",NA,NA,NA,NA,NA
"PENNINGTON AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-08T12:38:38.000","2015-01-27T12:38:38.000","HAWKINS POINT","14-00916417","MD","CLOSED","2014-12-20T12:56:45.000","21226","Dispatch Investigator","Sign not needed / not warranted","2014-12-20T12:55:00.000",NA,NA
"400 E 22ND ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-04T18:29:58.000","2015-01-23T18:29:58.000","BARCLAY","14-00910419","MD","CLOSED","2015-01-14T15:09:45.000","21218","Dispatch Investigator","Sign erected","2015-01-14T15:00:00.000",NA,NA
"500 E 21ST ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-04T18:28:14.000","2015-01-23T18:28:14.000","EAST BALTIMORE MIDWAY","14-00910410","MD","CLOSED","2014-12-11T12:29:57.000","21218",NA,NA,NA,NA,NA
"400 E 21ST ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-04T18:26:47.000","2015-01-23T18:26:47.000","BARCLAY","14-00910404","MD","CLOSED","2015-01-16T16:34:52.000","21218",NA,NA,NA,NA,NA
"2913  GLENDALE AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-04T11:50:59.000","2015-01-23T11:50:59.000","NORTH HARFORD ROAD","14-00908386","MD","CLOSED","2015-01-02T18:32:54.000","21234",NA,NA,NA,NA,NA
"835  BOYD ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-03T22:14:34.000","2014-12-23T22:14:34.000","HOLLINS MARKET","14-00828779","MD","CLOSED","2015-01-22T17:57:44.000","21201",NA,NA,NA,NA,NA
"5000  LAWNDALE AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-12-02T12:03:34.000","2015-01-21T12:03:34.000","WYNDHURST","14-00902193","MD","CLOSED","2014-12-12T15:43:59.000","21210",NA,NA,NA,NA,NA
"2900  WYMAN PARK DR","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-11-26T10:33:59.000","2015-01-15T10:33:59.000","REMINGTON","14-00889267","MD","CLOSED","2014-12-09T11:57:51.000","21211","Dispatch Investigator","Sign already exists","2014-12-09T11:57:00.000",NA,NA
"1106  LYNDHURST ST","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-11-24T12:04:18.000","2015-01-13T12:04:18.000","EDMONDSON VILLAGE","14-00882827","MD","CLOSED","2015-01-02T18:35:21.000","21229",NA,NA,NA,NA,NA
"1801  DUNDALK AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-11-20T14:31:53.000","2015-01-09T14:31:53.000","GRACELAND PARK","14-00875520","MD","CLOSED","2015-01-08T10:48:39.000","21222",NA,NA,NA,NA,NA
"2400  FLEET ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-11T13:51:04.000","2014-12-31T13:51:04.000","CANTON","14-00850800","MD","CLOSED","2014-11-12T12:17:37.000","21224",NA,NA,NA,NA,NA
"FLEET ST &S CHESTER ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-11T13:50:07.000","2014-12-31T13:50:07.000","CANTON","14-00850796","MD","CLOSED","2014-11-12T12:16:41.000","21231",NA,NA,NA,NA,NA
"FLEET ST &S CHESTER ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-11T13:49:02.000","2014-12-31T13:49:02.000","CANTON","14-00850790","MD","CLOSED","2014-12-16T11:24:25.000","21231","Generate Work Order","Sign erected","2014-12-16T11:24:00.000",NA,NA
"WYNDHURST AVE &N CHARLES ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-06T14:02:34.000","2014-12-26T14:02:34.000","THE ORCHARDS","14-00837569","MD","CLOSED","2014-12-23T17:05:13.000","21212","Dispatch Investigator","Sign not needed / not warranted","2014-12-23T17:05:00.000",NA,NA
"5805 N CHARLES ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-06T14:01:59.000","2014-12-26T14:01:59.000","THE ORCHARDS","14-00837567","MD","CLOSED","2014-12-23T17:02:33.000","21210","Dispatch Investigator","Sign not needed / not warranted","2014-12-23T17:02:00.000",NA,NA
"919 W BARRE ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-05T15:51:42.000","2014-12-25T15:51:42.000","WASHINGTON VILLAGE","14-00834585","MD","CLOSED","2015-01-14T14:24:28.000","21230","Dispatch Investigator","Sign erected","2015-01-14T14:24:00.000",NA,NA
"4901  NELSON AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-04T17:55:20.000","2014-12-24T17:55:20.000","LANGSTON HUGHES","14-00830983","MD","CLOSED","2015-01-30T13:53:06.000","21215",NA,NA,NA,NA,NA
"501 N PULASKI ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-11-03T11:33:20.000","2014-12-23T11:33:20.000","MIDTOWN-EDMONDSON","14-00825318","MD","CLOSED","2015-01-05T12:37:42.000","21223",NA,NA,NA,NA,NA
"2600  TYLER ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-31T19:31:26.000","2014-12-20T19:31:26.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00821034","MD","CLOSED","2015-01-29T15:45:29.000","21218",NA,NA,NA,NA,NA
"3800  FALLSTAFF RD","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-29T19:37:35.000","2014-12-18T19:37:35.000","FALLSTAFF","14-00814519","MD","CLOSED","2015-01-06T12:18:25.000","21215",NA,NA,NA,NA,NA
"1314  WEBSTER ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-26T02:16:31.000","2014-12-15T02:16:31.000","RIVERSIDE","14-00804414","MD","CLOSED","2014-12-15T12:11:51.000","21230","Generate Work Order","Sign erected","2014-12-15T12:11:00.000",NA,NA
"4002 W BELVEDERE AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-23T20:09:14.000","2014-12-12T20:09:14.000","WOODMERE","14-00800071","MD","CLOSED","2014-12-16T11:27:41.000","21215","Generate Work Order","Sign erected","2014-12-16T11:27:00.000",NA,NA
"100 N CAREY ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-23T10:54:58.000","2014-12-12T10:54:58.000","FRANKLIN SQUARE","14-00797571","MD","CLOSED","2015-01-16T18:21:19.000","21223",NA,NA,NA,NA,NA
"1600  BROENING HWY","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-22T17:46:08.000","2014-12-11T17:46:08.000","BROENING MANOR","14-00796333","MD","CLOSED","2014-12-15T12:10:25.000","21224","Generate Work Order","Sign erected","2014-12-15T12:00:00.000",NA,NA
"2000 E LANVALE ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-21T16:00:30.000","2014-12-10T16:00:30.000","BROADWAY EAST","14-00792660","MD","CLOSED","2015-01-29T15:42:32.000","21213",NA,NA,NA,NA,NA
"900 N PAYSON ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-20T18:23:17.000","2014-12-09T18:23:17.000","MIDTOWN-EDMONDSON","14-00789958","MD","CLOSED","2014-12-22T14:08:23.000","21217",NA,NA,NA,NA,NA
"2 E CROSS ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-16T17:34:38.000","2014-12-05T17:34:38.000","FEDERAL HILL","14-00780736","MD","CLOSED","2014-10-30T13:48:21.000","21230","Dispatch Investigator","Sign already exists","2014-10-30T13:48:00.000",NA,NA
"204 S EATON ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-16T13:22:15.000","2014-12-05T13:22:15.000","HIGHLANDTOWN","14-00779632","MD","CLOSED","2014-11-21T13:38:18.000","21224","Generate Work Order","Sign erected","2014-11-21T13:38:00.000",NA,NA
"2400  FREDERICK AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-16T13:15:53.000","2014-12-05T13:15:53.000","MILLHILL","14-00779603","MD","CLOSED","2014-12-08T10:10:36.000","21223","Generate Work Order","Sign erected","2014-12-08T10:10:00.000",NA,NA
"1000  HOMESTEAD ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-16T10:47:43.000","2014-12-05T10:47:43.000","BETTER WAVERLY","14-00778930","MD","CLOSED","2014-12-20T12:57:27.000","21218","Dispatch Investigator","Sign not needed / not warranted","2014-12-09T14:07:00.000",NA,NA
"BROENING HWY & BOSTON ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-09T11:15:53.000","2014-11-28T11:15:53.000","MEDFORD","14-00761417","MD","CLOSED","2014-11-20T17:30:57.000","21224","Generate Work Order","Sign erected","2014-11-20T17:30:00.000",NA,NA
"6600  BIRCHWOOD AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-03T14:02:02.000","2014-11-22T14:02:02.000","CHRISTOPHER","14-00746859","MD","CLOSED","2014-12-04T12:52:06.000","21214","Dispatch Investigator","Sign already exists","2014-12-04T12:51:00.000",NA,NA
"1600  SHERWOOD AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-03T13:51:11.000","2014-11-22T13:51:11.000","LOCH RAVEN","14-00746802","MD","CLOSED","2014-12-16T11:26:33.000","21239","Generate Work Order","Sign erected","2014-12-16T11:26:00.000",NA,NA
"5000  LAWNDALE AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-10-02T12:01:05.000","2014-11-21T12:01:05.000","WYNDHURST","14-00742486","MD","CLOSED","2014-12-28T02:04:07.000","21210",NA,NA,NA,NA,NA
"3801  LOCH RAVEN BLVD","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-30T12:05:09.000","2014-11-19T12:05:09.000","ORIGINAL NORTHWOOD","14-00735420","MD","CLOSED","2014-11-24T18:03:44.000","21218","Dispatch Investigator","Sign erected","2014-11-24T18:03:00.000",NA,NA
"5512  MATTFELDT AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-28T01:07:06.000","2014-11-17T01:07:06.000","SABINA-MATTFELDT","14-00730642","MD","CLOSED","2014-10-29T13:14:50.000","21209","Dispatch Investigator","Sign already exists","2014-10-29T13:14:00.000",NA,NA
"400  HILTON PKWY","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-26T19:12:46.000","2014-11-15T19:12:46.000","CARROLL-SOUTH HILTON","14-00728766","MD","CLOSED","2014-11-18T12:37:23.000","21229","Dispatch Investigator","Sign erected","2014-11-18T12:36:00.000",NA,NA
"EVERGREEN AVE & HAMPNETT AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-25T12:51:06.000","2014-11-14T12:51:06.000","HARFORD-ECHODALE/PERRING PARKWAY","14-00724050","MD","CLOSED","2014-11-20T09:54:57.000","21214","Generate Work Order","Sign erected","2014-11-20T09:54:00.000",NA,NA
"2700  HARFORD RD","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-25T12:47:57.000","2014-11-14T12:47:57.000","CLIFTON PARK","14-00724030","MD","CLOSED","2014-11-21T16:16:53.000","21213","Generate Work Order","Sign erected","2014-11-21T16:16:00.000",NA,NA
"500 N WHEELER AVE","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-24T12:41:23.000","2014-11-13T12:41:23.000","ROSEMONT HOMEOWNERS/TENANTS","14-00720567","MD","CLOSED","2014-11-25T17:45:59.000","21223",NA,NA,NA,NA,NA
"300 W 31ST ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-23T18:08:14.000","2014-11-12T18:08:14.000","REMINGTON","14-00718666","MD","CLOSED","2014-12-08T11:47:13.000","21211","Generate Work Order","Sign erected","2014-12-08T11:46:00.000",NA,NA
"1400  DECATUR ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-22T11:14:09.000","2014-11-11T11:14:09.000","LOCUST POINT","14-00713452","MD","CLOSED","2014-09-29T14:23:47.000","21230",NA,NA,NA,NA,NA
"1908  HOLLINS ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-11T20:03:20.000","2014-10-31T20:03:20.000","BOOTH-BOYD","14-00687720","MD","CLOSED","2015-01-22T14:53:58.000","21223",NA,NA,NA,NA,NA
"1908  HOLLINS ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-11T02:50:19.000","2014-10-31T02:50:19.000","BOOTH-BOYD","14-00684634","MD","CLOSED","2014-09-11T20:03:18.000","21223","Dispatch Investigator","Insufficent location information","2014-09-11T19:59:00.000",NA,NA
"W STRATHMORE AVE & CROSS COUNTRY BLVD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-09-10T20:28:58.000","2014-10-30T20:28:58.000","CHESWOLDE","14-00684272","MD","CLOSED","2014-12-08T16:25:45.000",NA,"Generate Work Order","Sign erected","2014-12-08T16:25:00.000",NA,NA
"2921  SYLVAN AVE","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-09-10T13:47:04.000","2014-10-30T13:47:04.000","WESTFIELD","14-00682288","MD","CLOSED","2014-10-23T17:42:03.000","21214","Generate Work Order","Sign erected","2014-10-23T17:41:00.000",NA,NA
"PENNINGTON AVE & ORDNANCE RD","BALTIMORE","SIGNFADE","TRT-Sign Faded","2014-09-08T12:19:28.000","2014-10-28T12:19:28.000","HAWKINS POINT","14-00674358","MD","CLOSED","2014-09-12T12:20:25.000",NA,"Dispatch Investigator","Insufficent location information","2014-09-12T12:20:00.000",NA,NA
"1920  PORTAL ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-05T17:43:18.000","2014-10-25T17:43:18.000","HOLABIRD INDUSTRIAL PARK","14-00670617","MD","CLOSED","2014-09-29T11:29:11.000","21224","Generate Work Order","Sign erected","2014-09-29T11:28:00.000",NA,NA
"701 W 36TH ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-09-03T18:24:22.000","2014-10-23T18:24:22.000","HAMPDEN","14-00663753","MD","CLOSED","2014-09-26T19:51:28.000","21211",NA,NA,NA,NA,NA
"7300  OLD HARFORD RD","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-08-31T13:20:21.000","2014-10-20T13:20:21.000","HARFORD-ECHODALE/PERRING PARKWAY","14-00656001","MD","CLOSED","2014-12-03T12:09:03.000","21234","Generate Work Order","Sign erected","2014-12-03T12:00:00.000",NA,NA
"MCHENRY ST &S PULASKI ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-08-29T14:39:07.000","2014-10-18T14:39:07.000","CARROLLTON RIDGE","14-00652884","MD","CLOSED","2014-10-30T11:21:41.000","21223","Generate Work Order","Sign erected","2014-10-30T11:21:00.000",NA,NA
"1900  MOUNT ROYAL TER","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-08-26T13:07:11.000","2014-10-15T13:07:11.000","RESERVOIR HILL","14-00642081","MD","CLOSED","2014-11-18T10:02:16.000","21217","Generate Work Order","Sign erected","2014-11-18T10:02:00.000",NA,NA
"TYSON ST &W MULBERRY ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-08-21T13:32:09.000","2014-10-10T13:32:09.000","DOWNTOWN","14-00629623","MD","CLOSED","2014-08-28T13:11:39.000","21201","Dispatch Investigator","Sign already exists","2014-08-28T13:11:00.000",NA,NA
"1304  RUTTER ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-08-21T11:49:00.000","2014-10-10T11:49:00.000","BOLTON HILL","14-00628999","MD","CLOSED","2014-10-03T11:58:53.000","21217","Generate Work Order","Sign erected","2014-10-03T11:58:00.000",NA,NA
"1400 W 37TH ST","BALTIMORE CITY","SIGNFADE","TRT-Sign Faded","2014-08-20T15:37:09.000","2014-10-09T15:37:09.000","HAMPDEN","14-00626784","MD","CLOSED","2014-12-12T10:08:45.000","21211","Generate Work Order","Sign erected","2014-12-12T10:08:00.000",NA,NA
