"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","lon","lat"
"3900  SINCLAIR LN","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-08T17:04:12.000","2015-05-09T17:04:12.000","BELAIR-EDISON","15-00361178","MD","OPEN","2015-05-11T12:18:04.000","21213",NA,NA,NA,-76.5593038,39.315314
"2229 N CHARLES ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-08T11:33:01.000","2015-05-09T11:33:01.000","CHARLES VILLAGE","15-00359574","MD","CLOSED","2015-05-08T11:33:17.000","21218",NA,NA,NA,-76.6165181,39.3151561
"2330 N MONROE ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-06T15:55:19.000","2015-05-07T15:55:19.000","MONDAWMIN","15-00354453","MD","CLOSED","2015-05-11T16:59:50.000","21217","Dispatch Work Crew","Removed broken branch","2015-05-11T16:59:00.000",-76.64974,39.314611
"3000  HUNTINGDON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-04T22:43:21.000","2015-05-05T22:43:21.000","REMINGTON","15-00348488","MD","CLOSED","2015-05-06T13:05:04.000","21211","Dispatch Work Crew","Duplicate request","2015-05-06T13:04:00.000",-76.624576,39.322508
"E 33RD ST & GREENMOUNT AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-04T11:08:47.000","2015-05-05T11:08:47.000","ABELL","15-00345215","MD","CLOSED","2015-05-05T12:58:50.000","21218","Dispatch Work Crew","Removed broken branch","2015-05-05T12:58:00.000",-97.4291472,35.6237229
"100 W 39TH ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-04T09:59:26.000","2015-05-05T09:59:26.000","TUSCANY-CANTERBURY","15-00345106","MD","CLOSED","2015-05-05T12:57:02.000","21210","Dispatch Work Crew","Removed broken branch","2015-05-05T12:56:00.000",-76.620767,39.336167
"328 E 33RD ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-05-03T15:18:11.000","2015-05-04T15:18:11.000","OAKENSHAWE","15-00344360","MD","CLOSED","2015-05-05T12:59:43.000","21218","Dispatch Work Crew","Removed broken branch","2015-05-05T12:59:00.000",-76.612427,39.3285849
"229 S CHESTER ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-30T17:44:16.000","2015-05-01T17:44:16.000","UPPER FELLS POINT","15-00338730","MD","CLOSED","2015-05-06T13:02:54.000","21231","Dispatch Work Crew","No Cause For Action","2015-05-06T13:02:00.000",-76.586939,39.288445
"4802  COLEHERNE RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-30T13:19:51.000","2015-05-01T13:19:51.000","HUNTING RIDGE","15-00337607","MD","CLOSED","2015-05-04T12:33:01.000","21229","Dispatch Work Crew","Removed broken branch","2015-05-04T12:32:00.000",-76.701633,39.294069
"1410  STONEWOOD RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-30T10:22:34.000","2015-05-01T10:22:34.000","NEW NORTHWOOD","15-00336841","MD","CLOSED","2015-05-01T12:31:36.000","21239","Dispatch Work Crew","No Cause For Action","2015-05-01T12:30:00.000",-76.5934222,39.3498112
"1720  JOHNSON ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-27T14:28:50.000","2015-04-28T14:28:50.000","RIVERSIDE","15-00327727","MD","CLOSED","2015-05-01T12:25:42.000","21230","Dispatch Work Crew","Removed broken branch","2015-05-01T12:24:00.000",-76.6095689,39.2702219
"1615 E 32ND ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-27T11:01:30.000","2015-04-28T11:01:30.000","COLDSTREAM HOMESTEAD MONTEBELLO","15-00326315","MD","CLOSED","2015-04-28T15:51:51.000","21218","Dispatch Work Crew","Removed broken branch","2015-04-28T15:51:00.000",-76.592979,39.326589
"717  HOLLEN RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-23T16:24:31.000","2015-04-24T16:24:31.000","LAKE WALKER","15-00319661","MD","CLOSED","2015-04-27T13:06:17.000","21212","Dispatch Work Crew","Removed broken branch","2015-04-27T13:05:00.000",-76.604279,39.369959
"2330 N MONROE ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-22T18:24:05.000","2015-04-23T18:24:05.000","MONDAWMIN","15-00316304","MD","OPEN","2015-04-22T18:49:33.000","21217",NA,NA,NA,-76.64974,39.314611
"2702  LYNDHURST AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-22T16:50:46.000","2015-04-23T16:50:46.000","WINDSOR HILLS","15-00315642","MD","CLOSED","2015-04-22T19:52:08.000","21216","Dispatch Inspector","No Cause For Action","2015-04-22T19:51:00.000",-76.6846565,39.3170094
"3836  ELM AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-22T16:16:35.000","2015-04-23T16:16:35.000","HAMPDEN","15-00315451","MD","CLOSED","2015-04-22T20:11:40.000","21211","Dispatch Inspector","No Cause For Action","2015-04-22T19:57:00.000",-76.631766,39.3352549
"1008  LENTON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-22T12:54:43.000","2015-04-23T12:54:43.000","CHINQUAPIN PARK-BELVEDERE","15-00314117","MD","CLOSED","2015-04-27T12:32:31.000","21212","Dispatch Work Crew","Removed broken branch","2015-04-27T12:31:00.000",-76.5998024,39.3632108
"6300  MAYFLOWER RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-21T19:48:24.000","2015-04-22T19:48:24.000","LAKE WALKER","15-00312428","MD","CLOSED","2015-04-23T12:51:19.000","21212","Dispatch Work Crew","Removed broken branch","2015-04-23T12:50:00.000",-76.607334,39.369577
"1523  NORTHGATE RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-20T16:55:31.000","2015-04-21T16:55:31.000","HILLEN","15-00308363","MD","CLOSED","2015-04-27T13:08:23.000","21218","Dispatch Work Crew","No Cause For Action","2015-04-27T13:06:00.000",-76.590643,39.34493
"1337  WALKER AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-20T16:45:06.000","2015-04-21T16:45:06.000","IDLEWOOD","15-00308313","MD","CLOSED","2015-04-23T13:42:48.000","21239","Dispatch Work Crew","Removed broken branch","2015-04-23T13:42:00.000",-76.5879497,39.3705494
"3556  BENZINGER RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-20T16:34:47.000","2015-04-21T16:34:47.000","VIOLETVILLE","15-00308273","MD","CLOSED","2015-04-23T13:45:34.000","21229","Dispatch Work Crew","Removed broken branch","2015-04-23T13:45:00.000",-76.6785759,39.2707741
"1507  BELT ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-20T14:08:21.000","2015-04-21T14:08:21.000","RIVERSIDE","15-00307584","MD","CLOSED","2015-04-23T13:46:20.000","21230","Dispatch Work Crew","Removed broken branch","2015-04-23T13:46:00.000",-76.6056386,39.2725729
"5452  NARCISSUS AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-20T13:10:23.000","2015-04-21T13:10:23.000","ARLINGTON","15-00307286","MD","CLOSED","2015-04-23T13:44:40.000","21215","Dispatch Work Crew","No Cause For Action","2015-04-23T13:44:00.000",-76.685664,39.3501375
"642 E CLEMENT ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-14T21:43:56.000","2015-04-15T21:43:56.000","RIVERSIDE","15-00292789","MD","CLOSED","2015-04-16T16:32:10.000","21230","Dispatch Work Crew","Removed broken branch","2015-04-16T16:28:00.000",-76.604134,39.2742383
"4510  ROLAND AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-04-12T14:31:27.000","2015-04-13T14:31:27.000","ROLAND PARK","15-00284869","MD","CLOSED","2015-04-15T14:20:29.000","21210","Dispatch Work Crew","Removed broken branch","2015-04-15T14:20:00.000",-76.636172,39.3455749
"426 E NORTH AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-30T16:56:05.000","2015-03-31T16:56:05.000","BARCLAY","15-00249824","MD","CLOSED","2015-03-31T17:45:18.000","21202","Dispatch Work Crew","Removed broken branch","2015-03-31T17:44:00.000",-76.610111,39.311684
"CROSS COUNTRY BLVD & GREENSPRING AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-27T14:15:00.000","2015-03-28T14:15:00.000","MOUNT WASHINGTON","15-00243386","MD","CLOSED","2015-03-30T14:01:44.000","21209","Dispatch Work Crew","Removed broken branch","2015-03-30T14:01:00.000",-76.6827254,39.3621183
"2720  GILES RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-27T13:59:05.000","2015-03-28T13:59:05.000","CHERRY HILL","15-00243303","MD","CLOSED","2015-03-31T13:30:55.000","21225","Dispatch Work Crew","Removed broken branch","2015-03-31T13:30:00.000",-76.6305404,39.249519
"3  SAINT JOHNS RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-27T13:05:23.000","2015-03-28T13:05:23.000","ROLAND PARK","15-00242967","MD","CLOSED","2015-03-31T13:31:52.000","21210","Dispatch Work Crew","Removed broken branch","2015-03-31T13:31:00.000",-76.634958,39.354459
"1624  WADSWORTH WAY","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-24T14:26:20.000","2015-03-25T14:26:20.000","LOCH RAVEN","15-00232020","MD","CLOSED","2015-03-26T13:35:58.000","21239","Dispatch Work Crew","No Cause For Action","2015-03-26T13:35:00.000",-76.581461,39.362447
"S CAREY ST & JAMES ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-18T16:10:07.000","2015-03-19T16:10:07.000","WASHINGTON VILLAGE","15-00215957","MD","CLOSED","2015-03-20T14:28:09.000","21223","Dispatch Work Crew","No Cause For Action","2015-03-20T14:27:00.000",-76.6377955,39.2834422
"2400  LAKE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-17T18:35:25.000","2015-03-18T18:35:25.000","MAYFIELD","15-00212972","MD","CLOSED","2015-03-19T16:50:55.000","21213","Dispatch Work Crew","Removed broken branch","2015-03-19T16:50:00.000",-76.577954,39.32755
"4637  SCHENLEY RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-17T11:59:21.000","2015-03-18T11:59:21.000","EVERGREEN","15-00210015","MD","CLOSED","2015-03-23T12:07:30.000","21210","Dispatch Work Crew","Removed broken branch","2015-03-23T12:06:00.000",-76.631003,39.347974
"125  DENISON ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-16T19:22:47.000","2015-03-17T19:22:47.000","ALLENDALE","15-00208424","MD","CLOSED","2015-04-02T18:30:29.000","21229","Dispatch Work Crew","No Cause For Action","2015-04-02T18:30:00.000",-76.6760561,39.2890219
"3900  ELM AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-15T21:50:37.000","2015-03-16T21:50:37.000","HAMPDEN","15-00204627","MD","OPEN","2015-03-16T10:33:29.000","21211",NA,NA,NA,-76.631784,39.3354
"3823 W COLD SPRING LN","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-11T16:58:49.000","2015-03-12T16:58:49.000","CALLAWAY-GARRISON","15-00191480","MD","CLOSED","2015-03-13T10:11:36.000","21215","Dispatch Work Crew","Removed broken branch","2015-03-13T10:10:00.000",NA,NA
"1905  EUTAW PL","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-11T10:21:19.000","2015-03-12T10:21:19.000","BOLTON HILL","15-00189044","MD","CLOSED","2015-03-11T10:22:37.000","21217","Dispatch Work Crew","Removed broken branch","2015-03-11T10:21:00.000",-76.631743,39.3090199
"3715  SEQUOIA AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-06T17:47:19.000","2015-03-07T17:47:19.000","CALLAWAY-GARRISON","15-00174910","MD","CLOSED","2015-03-10T11:59:18.000","21215","Dispatch Work Crew","Removed broken branch","2015-03-10T11:58:00.000",-76.678484,39.331363
"700  YALE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-02T18:28:19.000","2015-03-03T18:28:19.000","YALE HEIGHTS","15-00160658","MD","CLOSED","2015-03-04T14:56:47.000","21229","Dispatch Work Crew","Removed broken branch","2015-03-04T14:55:00.000",-76.6890343,39.2748861
"5912  YORKWOOD RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-02T10:00:10.000","2015-03-03T10:00:10.000","LOCH RAVEN","15-00158279","MD","CLOSED","2015-03-04T14:29:30.000","21239","Dispatch Work Crew","Removed broken branch","2015-03-04T14:28:00.000",-76.584045,39.3630629
"816  CEDARCROFT RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-03-01T23:56:31.000","2015-03-02T23:56:31.000","LAKE WALKER","15-00157974","MD","CLOSED","2015-03-04T14:38:52.000","21212","Dispatch Work Crew","Removed broken branch","2015-03-04T14:38:00.000",-76.604094,39.369597
"1906 E PRATT ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-24T18:58:04.000","2015-02-25T18:58:04.000","UPPER FELLS POINT","15-00143248","MD","OPEN","2015-02-24T19:01:00.000","21231","Dispatch Inspector","Broken branch needs to be removed","2015-02-24T19:00:00.000",-76.590024,39.28958
"3929  DUDLEY AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-24T10:30:42.000","2015-02-25T10:30:42.000","BELAIR-EDISON","15-00140382","MD","OPEN","2015-02-24T10:48:35.000","21213",NA,NA,NA,-76.561023,39.316906
"3501  KENTUCKY AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-23T20:29:51.000","2015-02-24T20:29:51.000","BELAIR-EDISON","15-00139297","MD","OPEN","2015-02-24T09:20:13.000","21213",NA,NA,NA,-76.566743,39.319061
"347 S GILMOR ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-20T13:36:57.000","2015-02-21T13:36:57.000","NEW SOUTHWEST/MOUNT CLARE","15-00126520","MD","OPEN","2015-02-20T15:58:05.000","21223",NA,NA,NA,-76.641838,39.283413
"2400  LAKE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-18T16:51:06.000","2015-02-19T16:51:06.000","MAYFIELD","15-00119469","MD","CLOSED","2015-02-21T08:56:23.000","21213","Dispatch Work Crew","No Cause For Action","2015-02-21T08:55:00.000",-76.577954,39.32755
"1108  WILDWOOD PKWY","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-18T16:27:56.000","2015-02-19T16:27:56.000","EDMONDSON VILLAGE","15-00119349","MD","CLOSED","2015-02-21T08:41:03.000","21229","Dispatch Work Crew","Removed broken branch","2015-02-21T08:39:00.000",-76.684054,39.299658
"FAIRVIEW AVE & WYNHAM RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-15T10:20:03.000","2015-02-16T10:20:03.000","WEST FOREST PARK","15-00107533","MD","CLOSED","2015-02-19T11:05:29.000","21216","Dispatch Work Crew",NA,"2015-02-19T11:04:00.000",-73.762931,42.2654838
"2414  PELHAM AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-11T12:45:47.000","2015-02-12T12:45:47.000","MAYFIELD","15-00097900","MD","CLOSED","2015-02-13T09:56:51.000","21213",NA,NA,NA,-76.576828,39.328905
"500 S COLLINGTON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-10T17:37:45.000","2015-02-11T17:37:45.000","CANTON","15-00095895","MD","CLOSED","2015-02-12T10:10:03.000","21231",NA,NA,NA,-76.5859797,39.2856474
"1724 N BOND ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-11T09:51:15.000","2015-02-12T09:51:15.000","OLIVER","15-00096827","MD","CLOSED","2015-02-12T10:16:07.000","21213","Dispatch Work Crew","Removed broken branch","2015-02-12T10:15:00.000",-76.597199,39.31012
"2215  ANNAPOLIS RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-10T12:56:10.000","2015-02-11T12:56:10.000","WESTPORT","15-00094255","MD","CLOSED","2015-02-11T09:15:58.000","21230",NA,NA,NA,-76.633118,39.263874
"4011  THE ALAMEDA","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-10T12:18:02.000","2015-02-11T12:18:02.000","ORIGINAL NORTHWOOD","15-00094104","MD","CLOSED","2015-02-10T12:18:17.000","21218",NA,NA,NA,-76.598729,39.337608
"2532  FLEET ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-09T12:39:02.000","2015-02-10T12:39:02.000","CANTON","15-00091497","MD","CLOSED","2015-02-11T09:22:31.000","21224",NA,NA,NA,-76.580502,39.285272
"2819  MOSHER ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-09T12:21:47.000","2015-02-10T12:21:47.000","MOSHER","15-00091336","MD","CLOSED","2015-02-11T09:25:17.000","21216",NA,NA,NA,-76.664323,39.298922
"1909  JEFFERSON ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-07T11:44:13.000","2015-02-08T11:44:13.000","MIDDLE EAST","15-00088745","MD","CLOSED","2015-02-10T12:04:15.000","21205",NA,NA,NA,-76.5903464,39.2962433
"4704  EDMONDSON AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-03T15:15:46.000","2015-02-04T15:15:46.000","HUNTING RIDGE","15-00077489","MD","CLOSED","2015-02-06T09:46:40.000","21229",NA,NA,NA,-76.698666,39.293371
"1230  COCHRAN AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-02-03T12:11:11.000","2015-02-04T12:11:11.000","WOODBOURNE HEIGHTS","15-00076357","MD","CLOSED","2015-02-06T09:38:52.000","21239",NA,NA,NA,-76.594233,39.35668
"9  SAINT JOHNS RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-01-30T16:55:38.000","2015-01-31T16:55:38.000","ROLAND PARK","15-00070061","MD","CLOSED","2015-02-03T09:24:04.000","21210",NA,NA,NA,-76.635748,39.35437
"1929  JEFFERSON ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-01-25T21:59:35.000","2015-01-26T21:59:35.000","MIDDLE EAST","15-00055983","MD","CLOSED","2015-01-28T13:29:24.000","21205",NA,NA,NA,-76.589833,39.296236
"4010  EDGEWOOD RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-01-23T17:20:12.000","2015-01-24T17:20:12.000","EAST ARLINGTON","15-00053389","MD","CLOSED","2015-01-28T09:49:55.000","21215",NA,NA,NA,-76.6688933,39.3321975
"2425  EUTAW PL","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-01-16T12:46:33.000","2015-01-17T12:46:33.000","RESERVOIR HILL","15-00036041","MD","CLOSED","2015-01-28T09:53:30.000","21217",NA,NA,NA,-76.637147,39.3140883
"1643  BURNWOOD RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-01-15T18:34:57.000","2015-01-16T18:34:57.000","PERRING LOCH","15-00034665","MD","CLOSED","2015-01-21T12:06:23.000","21239",NA,NA,NA,-76.584866,39.353523
"W NORTHERN PKWY &W BELVEDERE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-01-05T20:27:14.000","2015-01-06T20:27:14.000","COLDSPRING","15-00008765","MD","CLOSED","2015-01-08T14:09:29.000","21209","Dispatch Work Crew","No Cause For Action","2015-01-08T14:00:00.000",-76.6656161,39.3557104
"6119  ALTA AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2015-01-05T18:49:48.000","2015-01-06T18:49:48.000","ROSEMONT EAST","15-00008387","MD","CLOSED","2015-01-08T14:11:16.000","21206","Dispatch Work Crew","No Cause For Action","2015-01-08T14:10:00.000",-76.544282,39.355042
"3312  CARLISLE AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2014-12-31T17:55:30.000","2015-01-01T17:55:30.000","HANLON-LONGWOOD","14-00969630","MD","CLOSED","2015-01-08T14:47:06.000","21216","Dispatch Work Crew","No Cause For Action","2015-01-08T14:46:00.000",-76.674353,39.319652
"3303  MENLO DR","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2014-12-30T21:18:06.000","2014-12-31T21:18:06.000","GLEN","14-00967239","MD","CLOSED","2015-01-02T13:07:33.000","21215","Dispatch Work Crew","Removed broken branch","2015-01-02T13:06:00.000",-76.685366,39.358994
"N GILMOR ST & LAURENS ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2014-12-19T13:57:12.000","2014-12-20T13:57:12.000","SANDTOWN-WINCHESTER","14-00944804","MD","CLOSED","2014-12-22T11:25:55.000","21217","Dispatch Work Crew","Removed broken branch","2014-12-22T11:25:00.000",-76.6428841,39.2977245
"4801  NORWOOD RD","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2014-12-19T11:37:42.000","2014-12-20T11:37:42.000","RADNOR-WINSTON","14-00944153","MD","CLOSED","2014-12-23T11:10:51.000","21212","Dispatch Work Crew","Removed broken branch","2014-12-23T11:00:00.000",-76.611655,39.347579
"3821 W PATAPSCO AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2014-12-16T21:01:05.000","2014-12-17T21:01:05.000","VIOLETVILLE","14-00937219","MD","CLOSED","2014-12-19T12:46:25.000","21229","Dispatch Work Crew","Removed broken branch","2014-12-19T12:45:00.000",-76.678145,39.26377
"800 N PATTERSON PARK AVE","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2014-12-10T16:01:47.000","2014-12-11T16:01:47.000","MIDDLE EAST","14-00923941","MD","CLOSED","2014-12-15T10:51:22.000","21205","Dispatch Work Crew","Removed broken branch","2014-12-15T10:49:00.000",-76.585469,39.299887
"BATTERY AVE &E MONTGOMERY ST","BALTIMORE","FOBRBRIT","Forestry Broken Branch in Tree","2014-12-06T15:26:29.000","2014-12-07T15:26:29.000","FEDERAL HILL","14-00914533","MD","CLOSED","2014-12-10T13:00:50.000","21202","Dispatch Work Crew","Removed broken branch","2014-12-10T12:59:00.000",-74.0249026,40.6154632
