"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Cityworks SR Comments","KEY HWY & COVINGTON ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-21T17:28:00.000","2014-08-24T17:28:00.000","FEDERAL HILL","UPDATED","14-00630689","MD","CLOSED","2014-08-29T12:14:52.000","2014-08-29T12:57:10.000","21202",NA,NA
"Cityworks SR Comments","ELMLEY AVE & EDISON HWY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-20T17:38:48.000","2014-08-23T17:38:48.000","BELAIR-EDISON","UPDATED","14-00627276","MD","CLOSED","2014-08-21T17:49:52.000","2014-08-21T17:56:24.000","21213",NA,NA
"Cityworks SR Comments","3209 N HILTON ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-20T12:50:45.000","2014-08-23T12:50:45.000","FOREST PARK","UPDATED","14-00625957","MD","CLOSED","2014-08-21T17:49:07.000","2014-08-21T17:56:24.000","21216",NA,NA
"Cityworks SR Comments","5700  ENDERLY RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-19T18:01:29.000","2014-08-22T18:01:29.000","BELLONA-GITTINGS","UPDATED","14-00623836","MD","CLOSED","2014-08-22T11:00:51.000","2014-08-22T11:38:57.000","21212",NA,NA
"Cityworks SR Comments","344 S CLINTON ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-18T17:16:27.000","2014-08-21T17:16:27.000","HIGHLANDTOWN","UPDATED","14-00620149","MD","CLOSED","2014-08-20T20:16:11.000","2014-08-20T20:53:47.000","21224",NA,NA
"Cityworks SR Comments","1030  VALLEY ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-18T16:04:24.000","2014-08-21T16:04:24.000","JOHNSTON SQUARE","UPDATED","14-00619728","MD","CLOSED","2014-08-25T15:42:07.000","2014-08-25T16:16:21.000","21202",NA,NA
"Cityworks SR Comments","4427  LAPLATA AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-18T14:32:40.000","2014-08-21T14:32:40.000","MEDFIELD","UPDATED","14-00619270","MD","CLOSED","2014-08-21T11:40:51.000","2014-08-21T12:13:14.000","21211",NA,NA
"Cityworks SR Comments","S CLINTON ST & BANK ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-17T14:31:23.000","2014-08-20T14:31:23.000","HIGHLANDTOWN","UPDATED","14-00616946","MD","CLOSED","2014-08-19T18:41:08.000","2014-08-19T19:22:46.000","21224",NA,NA
"Cityworks SR Comments","202 W PRATT ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-15T20:27:39.000","2014-08-18T20:27:39.000","INNER HARBOR","UPDATED","14-00614929","MD","CLOSED","2014-08-18T18:31:40.000","2014-08-18T18:42:32.000","21201",NA,NA
"Cityworks SR Comments","ELMLEY AVE & EDISON HWY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-15T16:58:34.000","2014-08-18T16:58:34.000","BELAIR-EDISON","UPDATED","14-00614077","MD","CLOSED","2014-08-18T18:54:13.000","2014-08-18T19:24:02.000","21213",NA,NA
NA,"1111  HOLLINS ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-14T17:22:17.000","2014-08-17T17:22:17.000","HOLLINS MARKET",NA,"14-00610684","MD","DUPCLOSD","2014-08-14T17:22:17.000",NA,"21223",NA,NA
"Cityworks SR Comments","1117  HOLLINS ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-14T17:18:15.000","2014-08-17T17:18:15.000","HOLLINS MARKET","UPDATED","14-00610638","MD","CLOSED","2014-08-15T18:04:23.000","2014-08-15T18:25:56.000","21223",NA,NA
"Cityworks SR Comments","5408  SPRINGLAKE WAY","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-12T18:38:15.000","2014-08-15T18:38:15.000","HOMELAND","UPDATED","14-00603686","MD","CLOSED","2014-08-13T18:38:11.000","2014-08-13T19:20:07.000","21212",NA,NA
"Cityworks SR Comments","760  MCHENRY ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-12T12:14:45.000","2014-08-15T12:14:45.000","BARRE CIRCLE","UPDATED","14-00601621","MD","CLOSED","2014-08-19T12:21:03.000","2014-08-19T12:24:00.000","21230",NA,NA
"Cityworks SR Comments","838 N FULTON AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-12T10:53:27.000","2014-08-15T10:53:27.000","HARLEM PARK","UPDATED","14-00601356","MD","CLOSED","2014-08-12T17:52:33.000","2014-08-12T18:03:53.000","21217",NA,NA
"Cityworks SR Comments","700  WICKLOW RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-11T13:31:45.000","2014-08-14T13:31:45.000","ROGNEL HEIGHTS","UPDATED","14-00598467","MD","CLOSED","2014-08-13T16:50:29.000","2014-08-13T17:15:12.000","21229",NA,NA
"Cityworks SR Comments","COPLEY RD & DORCHESTER RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-08T23:50:33.000","2014-08-11T23:50:33.000","ASHBURTON","UPDATED","14-00595192","MD","CLOSED","2014-08-12T11:00:50.000","2014-08-12T11:36:41.000","21215",NA,NA
NA,"6300  FAIRDEL AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-06T18:08:30.000","2014-08-09T18:08:30.000","ROSEMONT EAST",NA,"14-00586793","MD","DUPCLOSD","2014-08-11T19:00:31.000",NA,"21206",NA,NA
"Cityworks SR Comments","6503  FAIRDEL AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-06T17:57:28.000","2014-08-09T17:57:28.000","ROSEMONT EAST","UPDATED","14-00586728","MD","CLOSED","2014-08-08T18:23:05.000","2014-08-08T18:57:08.000","21206",NA,NA
NA,"6409  FAIRDEL AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-06T17:55:11.000","2014-08-09T17:55:11.000","ROSEMONT EAST",NA,"14-00586718","MD","DUPCLOSD","2014-08-06T17:55:11.000",NA,"21206",NA,NA
NA,"6406  FAIRDEL AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-06T17:49:58.000","2014-08-09T17:49:58.000","ROSEMONT EAST",NA,"14-00586699","MD","DUPCLOSD","2014-08-06T17:49:58.000",NA,"21206",NA,NA
NA,"6307  FAIRDEL AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-06T17:27:11.000","2014-08-09T17:27:11.000","ROSEMONT EAST",NA,"14-00586589","MD","DUPCLOSD","2014-08-06T17:27:11.000",NA,"21206",NA,NA
"Cityworks SR Comments","6311  FAIRDEL AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-06T17:15:22.000","2014-08-09T17:15:22.000","ROSEMONT EAST","UPDATED","14-00586524","MD","CLOSED","2014-08-08T18:27:12.000","2014-08-08T18:57:08.000","21206",NA,NA
"Cityworks SR Comments","4007  PRIMROSE AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-06T11:28:09.000","2014-08-09T11:28:09.000","GLEN","UPDATED","14-00584867","MD","CLOSED","2014-08-07T18:50:36.000","2014-08-07T18:54:11.000","21215",NA,NA
"Cityworks SR Comments","1875  MANSION HOUSE DR","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-03T19:32:09.000","2014-08-06T19:32:09.000","DRUID HILL PARK","UPDATED","14-00576489","MD","CLOSED","2014-08-04T19:21:16.000","2014-08-04T19:48:52.000","21217",NA,NA
"Cityworks SR Comments","2400 N HILTON ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-02T06:21:05.000","2014-08-05T06:21:05.000","HANLON-LONGWOOD","UPDATED","14-00574487","MD","CLOSED","2014-08-04T17:52:50.000","2014-08-04T18:00:53.000","21216",NA,NA
"Cityworks SR Comments","760  MCHENRY ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-08-01T11:23:10.000","2014-08-04T11:23:10.000","BARRE CIRCLE","UPDATED","14-00571759","MD","CLOSED","2014-08-01T18:07:09.000","2014-08-01T18:16:28.000","21230",NA,NA
"Cityworks SR Comments","500  STAMFORD RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-13T15:12:04.000","2015-07-16T15:12:04.000","TEN HILLS","UPDATED","15-00549407","MD","CLOSED","2015-07-14T18:09:59.000","2015-07-14T18:14:45.000","21229",NA,NA
"Cityworks SR Comments","HILLSDALE RD & OAKFORD AVE, BALTIMORE, M",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-11T14:31:40.000","2015-06-14T14:31:40.000","WEST ARLINGTON","UPDATED","15-00454919","MD","CLOSED","2015-06-12T18:39:39.000","2015-06-12T18:46:22.000",NA,NA,NA
"Cityworks SR Comments","636  ARCHER ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-12T00:22:25.000","2015-06-15T00:22:25.000","WASHINGTON VILLAGE","UPDATED","15-00456913","MD","CLOSED","2015-06-12T18:32:54.000","2015-06-12T18:36:21.000","21230",NA,NA
"Cityworks SR Comments","5108  ARDMORE WAY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-07T19:29:16.000","2015-06-10T19:29:16.000","WALTHERSON","UPDATED","15-00443936","MD","CLOSED","2015-06-08T19:20:24.000","2015-06-08T19:24:37.000","21206",NA,NA
"Cityworks SR Comments","523 S WOLFE ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-29T15:40:18.000","2015-08-01T15:40:18.000","FELLS POINT","UPDATED","15-00600432","MD","CLOSED","2015-07-30T18:44:47.000","2015-07-30T18:51:27.000","21231",NA,NA
"Cityworks SR Comments","147 S LINWOOD AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-25T18:36:53.000","2015-05-28T18:36:53.000","BALTIMORE-LINWOOD","UPDATED","15-00406271","MD","CLOSED","2015-05-26T20:57:04.000","2015-05-26T21:02:56.000","21224",NA,NA
"Cityworks SR Comments","N CHESTER ST &E FEDERAL ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-08T13:51:40.000","2015-05-11T13:51:40.000","BROADWAY EAST","UPDATED","15-00360327","MD","CLOSED","2015-05-12T12:46:47.000","2015-05-12T12:51:15.000","21213",NA,NA
"Cityworks SR Comments","2333  EASTERN AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-12T19:33:20.000","2015-06-15T19:33:20.000","CANTON","UPDATED","15-00459620","MD","CLOSED","2015-06-25T17:08:02.000","2015-06-25T17:12:01.000","21224",NA,NA
"Cityworks SR Comments","925 W 33RD ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-08T16:42:15.000","2015-05-11T16:42:15.000","HAMPDEN","UPDATED","15-00361086","MD","CLOSED","2015-05-14T14:10:34.000","2015-05-14T14:22:42.000","21211",NA,NA
"Cityworks SR Comments","1200  SEMINOLE AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-25T12:37:56.000","2015-06-28T12:37:56.000","ROGNEL HEIGHTS","UPDATED","15-00497576","MD","CLOSED","2015-06-26T18:24:53.000","2015-06-26T18:32:18.000","21229",NA,NA
"Cityworks SR Comments","1000 S STREEPER ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-01T16:36:01.000","2015-06-04T16:36:01.000","CANTON","UPDATED","15-00426929","MD","CLOSED","2015-06-03T14:09:32.000","2015-06-03T12:39:18.000","21224",NA,NA
"Cityworks SR Comments","5515  BOWLEYS LN","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-31T11:51:37.000","2015-08-03T11:51:37.000","FRANKFORD","UPDATED","15-00605801","MD","CLOSED","2015-08-03T18:44:54.000","2015-08-03T18:54:13.000","21206",NA,NA
"Cityworks SR Comments","4125  KINSWAY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-04T19:29:36.000","2015-08-07T19:29:36.000","GLENHAM-BELFORD","UPDATED","15-00618486","MD","HOLDLOCK","2015-08-04T20:04:21.000","2015-08-04T19:45:03.000","21206",NA,NA
"Cityworks SR Comments","801 S BROADWAY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-19T14:13:45.000","2015-05-22T14:13:45.000","FELLS POINT","UPDATED","15-00392180","MD","CLOSED","2015-05-23T10:09:13.000","2015-05-23T10:20:45.000","21231",NA,NA
NA,"PARK AVE &W LEXINGTON ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-23T12:08:49.000","2015-05-26T12:08:49.000","DOWNTOWN",NA,"15-00403098","MD","DUPCLOSD","2015-06-30T12:22:49.000",NA,"21201",NA,NA
"Cityworks SR Comments","1400  COOKSIE ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-16T10:54:34.000","2015-05-19T10:54:34.000","LOCUST POINT","UPDATED","15-00384585","MD","CLOSED","2015-05-23T10:18:48.000","2015-05-23T10:30:16.000","21230",NA,NA
"Cityworks SR Comments","GREENMOUNT AVE & E 25TH ST, BALTIMORE, M",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-09T17:43:30.000","2015-06-12T17:43:30.000","BETTER WAVERLY","UPDATED","15-00449283","MD","CLOSED","2015-06-10T19:04:16.000","2015-06-10T19:10:30.000",NA,NA,NA
"Cityworks SR Comments","7126  PARK HEIGHTS AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-26T14:26:50.000","2015-06-29T14:26:50.000","FALLSTAFF","UPDATED","15-00501577","MD","CLOSED","2015-06-30T10:44:04.000","2015-06-30T10:54:47.000","21215",NA,NA
"Cityworks SR Comments","S HILTON ST & W BALTIMORE ST, BALTIMORE,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-23T13:51:56.000","2015-06-26T13:51:56.000","CARROLL-SOUTH HILTON","UPDATED","15-00488820","MD","CLOSED","2015-06-25T17:09:17.000","2015-06-25T17:22:09.000",NA,NA,NA
"Cityworks SR Comments","HARFORD RD & HILLEN RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-16T09:23:26.000","2015-05-19T09:23:26.000","COLDSTREAM HOMESTEAD MONTEBELLO","UPDATED","15-00384437","MD","CLOSED","2015-05-20T12:44:19.000","2015-05-20T12:47:50.000","21218",NA,NA
"Cityworks SR Comments","N HOWARD ST & W 21ST ST, BALTIMORE, MD,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-09T22:55:40.000","2015-06-12T22:55:40.000","CHARLES NORTH","UPDATED","15-00450165","MD","CLOSED","2015-06-10T19:02:49.000","2015-06-10T19:10:30.000",NA,NA,NA
"Cityworks SR Comments","ORLEANS ST &N BROADWAY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-21T18:56:20.000","2015-05-24T18:56:20.000","DUNBAR-BROADWAY","UPDATED","15-00399745","MD","CLOSED","2015-05-26T21:03:54.000","2015-05-26T21:12:38.000","21287",NA,NA
"Cityworks SR Comments","LUCIA AVE & YALE AVE, BALTIMORE, MD, 212",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-03T20:10:57.000","2015-08-06T20:10:57.000","YALE HEIGHTS","UPDATED","15-00614561","MD","CLOSED","2015-08-04T18:46:25.000","2015-08-04T18:55:20.000",NA,NA,NA
"Cityworks SR Comments","502 S SHARP ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-03T10:07:39.000","2015-08-06T10:07:39.000","OTTERBEIN","UPDATED","15-00610472","MD","CLOSED","2015-08-03T18:39:01.000","2015-08-03T18:44:19.000","21201",NA,NA
"Cityworks SR Comments","BOSTON ST & BROENING HWY, BALTIMORE, MD,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-08T19:27:03.000","2015-07-11T19:27:03.000","MEDFORD","UPDATED","15-00536724","MD","CLOSED","2015-07-09T17:46:06.000","2015-07-09T17:51:13.000",NA,NA,NA
"Cityworks SR Comments","349 N CALVERT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-13T13:05:51.000","2015-06-16T13:05:51.000","DOWNTOWN","UPDATED","15-00460427","MD","CLOSED","2015-06-16T18:28:32.000","2015-06-16T18:35:24.000","21202",NA,NA
"Cityworks SR Comments","LIBERTY HEIGHTS AVE & GWYNN OAK AVE, BAL",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-24T20:12:57.000","2015-07-27T20:12:57.000","HOWARD PARK","UPDATED","15-00587458","MD","CLOSED","2015-07-28T13:48:24.000","2015-07-28T13:59:49.000",NA,NA,NA
"Cityworks SR Comments","N PULASKI ST & W FRANKLIN ST, BALTIMORE,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-17T20:10:38.000","2015-06-20T20:10:38.000","MIDTOWN-EDMONDSON","UPDATED","15-00474060","MD","CLOSED","2015-06-19T19:19:37.000","2015-06-19T19:27:28.000",NA,NA,NA
"Cityworks SR Comments","2400  WESTPORT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-20T01:05:24.000","2015-06-23T01:05:24.000","WESTPORT","UPDATED","15-00481178","MD","CLOSED","2015-06-23T20:23:30.000","2015-06-23T20:30:23.000","21230",NA,NA
"Cityworks SR Comments","ALHAMBRA AVE & RADNOR AVE, BALTIMORE, MD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-11T19:39:52.000","2015-06-14T19:39:52.000","RICHNOR SPRINGS","UPDATED","15-00456373","MD","CLOSED","2015-06-30T18:46:19.000","2015-06-30T18:55:18.000","21212",NA,NA
"Cityworks SR Comments","109 W LEE ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-02T21:35:45.000","2015-07-05T21:35:45.000","OTTERBEIN","UPDATED","15-00521996","MD","CLOSED","2015-07-06T18:24:24.000","2015-07-06T18:29:21.000","21201",NA,NA
NA,"WENDOVER RD & GREENWAY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-04-15T11:07:44.000","2015-04-18T11:07:44.000","GUILFORD",NA,"15-00293314","MD","DUPCLOSD","2015-05-26T11:44:48.000",NA,"21218",NA,NA
"Cityworks SR Comments","6  SAINT PAUL ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-06T11:57:24.000","2015-07-09T11:57:24.000","DOWNTOWN","UPDATED","15-00526429","MD","CLOSED","2015-07-07T18:48:39.000","2015-07-07T19:00:01.000","21202",NA,NA
"WO - Install New Pole","W 39TH ST & CANTERBURY RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-19T13:31:58.000","2015-05-22T13:31:58.000","TUSCANY-CANTERBURY","CLOSED","15-00391852","MD","CLOSED","2015-05-23T10:21:07.000","2015-05-26T20:53:25.000","21210",NA,NA
"WO - Install New Pole","LIGHT ST &E PRATT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-20T11:01:23.000","2015-05-23T11:01:23.000","BALTIMORE HIGHLANDS","CLOSED","15-00394534","MD","CLOSED","2015-05-23T10:27:14.000","2015-05-26T20:28:57.000","21202",NA,NA
"Cityworks SR Comments","3100 N CHARLES ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-07T18:41:05.000","2015-06-10T18:41:05.000","REMINGTON","UPDATED","15-00443606","MD","CLOSED","2015-06-10T18:42:28.000","2015-06-08T18:34:53.000","21211",NA,NA
"Cityworks SR Comments","HUDSON ST & S LUZERNE AVE, BALTIMORE, MD","baltimore","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-10T06:55:02.000","2015-07-13T06:55:02.000","CANTON","UPDATED","15-00541356","MD","CLOSED","2015-07-11T10:20:57.000","2015-07-11T10:22:24.000","21224",NA,NA
"Cityworks SR Comments","5427  PEMBROKE AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-18T19:00:26.000","2015-05-21T19:00:26.000","WALTHERSON","UPDATED","15-00389924","MD","CLOSED","2015-05-20T12:42:19.000","2015-05-20T12:47:50.000","21206",NA,NA
"Cityworks SR Comments","100  LIGHT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-24T13:41:18.000","2015-07-27T13:41:18.000","INNER HARBOR","UPDATED","15-00585809","MD","CLOSED","2015-07-30T10:58:33.000","2015-07-30T11:01:17.000","21202",NA,NA
"Cityworks SR Comments","1518  HOLLINS ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-11T22:00:58.000","2015-06-14T22:00:58.000","UNION SQUARE","UPDATED","15-00456733","MD","CLOSED","2015-06-12T18:26:44.000","2015-06-12T18:36:21.000","21223",NA,NA
"Cityworks SR Comments","3339 N CHARLES ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-27T16:02:20.000","2015-05-30T16:02:20.000","CHARLES VILLAGE","UPDATED","15-00412738","MD","CLOSED","2015-05-28T19:26:22.000","2015-05-28T19:34:18.000","21218",NA,NA
"Cityworks SR Comments","MCCULLOH ST & W NORTH AVE, BALTIMORE, MD",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-14T10:09:57.000","2015-06-17T10:09:57.000","DRUID HEIGHTS","UPDATED","15-00461389","MD","CLOSED","2015-06-16T18:41:13.000","2015-06-16T18:45:22.000",NA,NA,NA
"Cityworks SR Comments","THAMES ST & S BROADWAY, BALTIMORE, MD, 2","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-24T12:33:20.000","2015-06-27T12:33:20.000","FELLS POINT","UPDATED","15-00492045","MD","CLOSED","2015-06-26T10:41:58.000","2015-06-26T10:51:56.000","21231",NA,NA
"Cityworks SR Comments","653 W PRATT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-14T17:38:11.000","2015-07-17T17:38:11.000","RIDGELY'S DELIGHT","UPDATED","15-00554176","MD","CLOSED","2015-07-15T18:23:27.000","2015-07-15T18:35:28.000","21230",NA,NA
"Cityworks SR Comments","WATERVIEW AVE & WESTPORT ST, BALTIMORE,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-31T21:19:48.000","2015-08-03T21:19:48.000","WESTPORT","UPDATED","15-00608137","MD","CLOSED","2015-08-03T18:46:07.000","2015-08-03T18:54:13.000",NA,NA,NA
"Cityworks SR Comments","E FEDERAL ST & EDISON HWY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-14T12:18:51.000","2015-05-17T12:18:51.000","ORANGEVILLE INDUSTRIAL AREA","UPDATED","15-00377869","MD","CLOSED","2015-05-29T13:11:31.000","2015-05-29T13:14:38.000","21213",NA,NA
"Cityworks SR Comments","100 E 31ST ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-16T20:43:39.000","2015-05-19T20:43:39.000","CHARLES VILLAGE","UPDATED","15-00385450","MD","CLOSED","2015-05-19T19:26:40.000","2015-05-19T19:37:07.000","21218",NA,NA
"Cityworks SR Comments","654 W PRATT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-04T14:57:45.000","2015-08-07T14:57:45.000","UNIVERSITY OF MARYLAND","UPDATED","15-00617249","MD","CLOSED","2015-08-04T18:03:19.000","2015-08-04T18:15:15.000","21201",NA,NA
"WO - Install New Pole","425  YALE AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-06T10:25:21.000","2015-07-09T10:25:21.000","IRVINGTON","CLOSED","15-00525925","MD","CLOSED","2015-07-06T18:16:30.000","2015-07-22T19:30:55.000","21229",NA,NA
"Cityworks SR Comments","2001  MADISON AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-29T12:21:52.000","2015-06-01T12:21:52.000","MADISON PARK","UPDATED","15-00419447","MD","CLOSED","2015-06-03T13:41:58.000","2015-06-03T12:29:45.000","21217",NA,NA
"Cityworks SR Comments","LIBERTY HEIGHTS AVE & W NORTHERN PKWY, B",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-18T11:54:00.000","2015-06-21T11:54:00.000","GROVE PARK","UPDATED","15-00474984","MD","CLOSED","2015-06-24T12:25:32.000","2015-06-24T12:30:47.000",NA,NA,NA
"Cityworks SR Comments","4500  SCARLET OAK LN","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-26T16:54:31.000","2015-05-29T16:54:31.000","UPLANDS","UPDATED","15-00408862","MD","CLOSED","2015-05-27T20:31:12.000","2015-05-27T20:43:29.000","21229",NA,NA
"Cityworks SR Comments","100 N CALVERT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-27T14:25:25.000","2015-05-30T14:25:25.000","DOWNTOWN","UPDATED","15-00412190","MD","CLOSED","2015-05-28T19:29:26.000","2015-05-28T19:34:18.000","21202",NA,NA
"WO - Install New Pole","4900  SPRINGARDEN DR","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-15T10:22:45.000","2015-02-18T10:22:45.000","COLDSPRING","CLOSED","15-00107539","MD","CLOSED","2015-02-18T20:45:00.000","2015-07-08T19:21:14.000","21209",NA,NA
"Cityworks SR Comments","2800  ORLEANS ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-17T20:38:41.000","2015-07-20T20:38:41.000","MCELDERRY PARK","UPDATED","15-00565925","MD","CLOSED","2015-07-21T18:16:53.000","2015-07-21T18:24:52.000","21224",NA,NA
"Cityworks SR Comments","904 N CAREY ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-17T03:21:07.000","2015-05-20T03:21:07.000","SANDTOWN-WINCHESTER","UPDATED","15-00385747","MD","CLOSED","2015-05-26T21:02:03.000","2015-05-26T21:12:38.000","21217",NA,NA
"Cityworks SR Comments","PARK HEIGHTS-PIMLICO & W COLD SPRING LN,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-01T05:52:22.000","2015-08-04T05:52:22.000","CENTRAL PARK HEIGHTS","UPDATED","15-00608592","MD","CLOSED","2015-08-03T18:42:39.000","2015-08-03T18:54:13.000",NA,NA,NA
