"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Cityworks SR Comments","HORNEL ST & BANK ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-09T16:12:58.000","2015-02-12T16:12:58.000","JOSEPH LEE","UPDATED","15-00092441","MD","CLOSED","2015-02-12T13:46:17.000","2015-02-12T14:46:55.000","21224",NA,NA
"Cityworks SR Comments","SAINT GEMMA RD & STAMFORD RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-09T14:57:47.000","2015-02-12T14:57:47.000","WEST HILLS","UPDATED","15-00092135","MD","CLOSED","2015-02-11T16:19:39.000","2015-02-11T17:00:37.000","21229",NA,NA
"Cityworks SR Comments","W FAYETTE ST &N PACA ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-06T03:34:12.000","2015-02-09T03:34:12.000","DOWNTOWN","UPDATED","15-00085787","MD","CLOSED","2015-02-06T17:50:30.000","2015-02-06T18:25:34.000","21201",NA,NA
"WO - Install New Pole","905  ANN ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-05T12:41:30.000","2015-02-08T12:41:30.000","FELLS POINT","CLOSED","15-00083239","MD","CLOSED","2015-02-06T17:53:13.000","2015-02-09T18:48:15.000","21231",NA,NA
"Cityworks SR Comments","1900 W LAFAYETTE AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-03T10:23:00.000","2015-02-06T10:23:00.000","MIDTOWN-EDMONDSON","UPDATED","15-00076052","MD","CLOSED","2015-02-03T18:20:32.000","2015-02-03T19:15:55.000","21217",NA,NA
"Cityworks SR Comments","2611  CHESTERFIELD AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-02T17:10:04.000","2015-02-05T17:10:04.000","BELAIR-EDISON","UPDATED","15-00074764","MD","CLOSED","2015-02-04T10:46:34.000","2015-02-04T11:05:33.000","21213",NA,NA
"Cityworks SR Comments","S EXETER ST & ALICEANNA ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-02T12:46:05.000","2015-02-05T12:46:05.000","INNER HARBOR","UPDATED","15-00073514","MD","CLOSED","2015-02-02T13:34:36.000","2015-02-02T13:37:49.000","21202",NA,NA
"Cityworks SR Comments","MORAVIA RD & SIPPLE AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-30T21:07:30.000","2015-02-02T21:07:30.000","FRANKFORD","UPDATED","15-00070834","MD","CLOSED","2015-02-02T19:07:37.000","2015-02-02T20:32:35.000","21206",NA,NA
"WO - Install New Pole","500 W PRATT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-30T19:29:03.000","2015-02-02T19:29:03.000","INNER HARBOR","CLOSED","15-00070655","MD","CLOSED","2015-02-03T18:24:56.000","2015-02-05T11:20:00.000","21201",NA,NA
NA,"S PACA ST &W PRATT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-30T19:25:58.000","2015-02-02T19:25:58.000","INNER HARBOR",NA,"15-00070650","MD","CLOSED","2015-01-30T19:29:58.000",NA,"21201",NA,NA
"Cityworks SR Comments","2151  CHELSEA TER","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-28T12:16:43.000","2015-01-31T12:16:43.000","MOUNT HOLLY","UPDATED","15-00062894","MD","CLOSED","2015-01-29T18:17:57.000","2015-01-29T18:26:30.000","21216",NA,NA
"Cityworks SR Comments","600 S CHAPELGATE LN","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-28T03:50:38.000","2015-01-31T03:50:38.000","BEECHFIELD","UPDATED","15-00062481","MD","CLOSED","2015-01-28T20:06:06.000","2015-01-28T20:13:13.000","21229",NA,NA
"Cityworks SR Comments","2800  DRUID PARK DR","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-27T22:00:23.000","2015-01-30T22:00:23.000","PARK CIRCLE","UPDATED","15-00062321","MD","CLOSED","2015-01-28T20:03:01.000","2015-01-28T20:13:13.000","21215",NA,NA
"Cityworks SR Comments","SEQUOIA AVE & CALLAWAY AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-27T17:49:01.000","2015-01-30T17:49:01.000","CALLAWAY-GARRISON","UPDATED","15-00061726","MD","CLOSED","2015-01-28T20:07:02.000","2015-01-28T20:13:13.000","21215",NA,NA
"Cityworks SR Comments","227  SAINT PAUL PL","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-26T15:00:03.000","2015-01-29T15:00:03.000","DOWNTOWN","UPDATED","15-00058134","MD","CLOSED","2015-01-27T18:13:19.000","2015-01-27T19:41:40.000","21202",NA,NA
"Cityworks SR Comments","2000 E NORTH AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-26T12:06:22.000","2015-01-29T12:06:22.000","SOUTH CLIFTON PARK","UPDATED","15-00056622","MD","CLOSED","2015-01-27T18:11:14.000","2015-01-27T19:41:40.000","21213",NA,NA
"Cityworks SR Comments","S HANOVER ST &W HAMBURG ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-24T17:08:04.000","2015-01-27T17:08:04.000","FEDERAL HILL","UPDATED","15-00054795","MD","CLOSED","2015-01-27T18:26:51.000","2015-01-27T19:41:40.000","21230",NA,NA
"Cityworks SR Comments","683 S WICKHAM RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-23T21:37:37.000","2015-01-26T21:37:37.000","BEECHFIELD","UPDATED","15-00054060","MD","CLOSED","2015-01-27T18:12:23.000","2015-01-27T19:41:40.000","21229",NA,NA
"Cityworks SR Comments","500 W BALTIMORE ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-22T14:24:08.000","2015-01-25T14:24:08.000","UNIVERSITY OF MARYLAND","UPDATED","15-00049682","MD","CLOSED","2015-01-23T11:13:57.000","2015-01-23T13:02:59.000","21201",NA,NA
"Cityworks SR Comments","3722  GREENMOUNT AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-18T18:30:09.000","2015-01-21T18:30:09.000","GUILFORD","UPDATED","15-00039636","MD","CLOSED","2015-01-20T18:30:36.000","2015-01-20T20:09:49.000","21218",NA,NA
"Cityworks SR Comments","1810 E MONUMENT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-16T17:58:12.000","2015-01-19T17:58:12.000","MIDDLE EAST","UPDATED","15-00037220","MD","CLOSED","2015-01-20T18:32:11.000","2015-01-20T20:09:49.000","21287",NA,NA
"Cityworks SR Comments","4813  BELAIR RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-15T17:05:12.000","2015-01-18T17:05:12.000","FRANKFORD","UPDATED","15-00034297","MD","CLOSED","2015-01-17T13:34:30.000","2015-01-17T13:58:48.000","21206",NA,NA
"Cityworks SR Comments","17  COMMERCE ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-14T15:55:42.000","2015-01-17T15:55:42.000","DOWNTOWN","UPDATED","15-00030925","MD","CLOSED","2015-01-22T18:22:12.000","2015-01-22T18:33:14.000","21202",NA,NA
"Cityworks SR Comments","W FRANKLIN ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-14T12:41:51.000","2015-01-17T12:41:51.000","HARLEM PARK","UPDATED","15-00029870","MD","CLOSED","2015-01-20T15:33:57.000","2015-01-20T16:10:02.000","21223",NA,NA
"Cityworks SR Comments","E LOMBARD ST & MARKET PL","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-13T09:58:29.000","2015-01-16T09:58:29.000","INNER HARBOR","UPDATED","15-00026716","MD","CLOSED","2015-01-13T18:31:49.000","2015-01-13T18:47:40.000","21202",NA,NA
"Cityworks SR Comments","1700  HILTON PKWY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-12T20:14:56.000","2015-01-15T20:14:56.000","FAIRMONT","UPDATED","15-00026349","MD","CLOSED","2015-01-15T19:04:50.000","2015-01-15T19:12:17.000","21216",NA,NA
"WO - Repair Damaged Pole","SAINT LO DR","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-12T11:50:11.000","2015-01-15T11:50:11.000","CLIFTON PARK","CLOSED","15-00024308","MD","CLOSED","2015-01-14T15:05:32.000","2015-01-13T13:10:34.000","21213",NA,NA
"Cityworks SR Comments","EDISON HWY & CLIFTMONT AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-11T08:22:45.000","2015-01-14T08:22:45.000","BELAIR-EDISON","UPDATED","15-00023269","MD","CLOSED","2015-01-13T18:35:47.000","2015-01-13T18:47:40.000","21213",NA,NA
"Cityworks SR Comments","FLEET ST &S MILTON AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-08T21:35:03.000","2015-01-11T21:35:03.000","CANTON","UPDATED","15-00018658","MD","CLOSED","2015-01-09T16:26:47.000","2015-01-09T17:10:27.000","21224",NA,NA
"WO - Install New Pole","S KENWOOD AVE & BOSTON ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-08T05:30:44.000","2015-01-11T05:30:44.000","CANTON","CLOSED","15-00015774","MD","CLOSED","2015-01-08T19:13:00.000","2015-01-21T20:41:04.000","21224",NA,NA
"Cityworks SR Comments","400  MILLINGTON AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-05T16:21:40.000","2015-01-08T16:21:40.000","MILLHILL","UPDATED","15-00007646","MD","CLOSED","2015-01-07T12:54:11.000","2015-01-07T14:48:12.000","21223",NA,NA
"WO - Install New Pole","W PRATT ST & HOPKINS PL","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-04T23:07:20.000","2015-01-07T23:07:20.000","INNER HARBOR","CLOSED","15-00005105","MD","CLOSED","2015-01-05T17:42:32.000","2015-01-13T18:36:36.000","21201",NA,NA
"Cityworks SR Comments","600  LYNDHURST ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-01-03T20:44:05.000","2015-01-06T20:44:05.000","EDMONDSON VILLAGE","UPDATED","15-00004300","MD","CLOSED","2015-01-09T13:13:15.000","2015-01-09T13:18:44.000","21229",NA,NA
"WO - Install New Pole","400 N STREEPER ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-29T21:06:23.000","2015-01-01T21:06:23.000","MCELDERRY PARK","CLOSED","14-00964470","MD","CLOSED","2014-12-30T18:42:32.000","2015-01-15T19:02:06.000","21224",NA,NA
"Cityworks SR Comments","5602  KEY AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-29T15:06:24.000","2015-01-01T15:06:24.000","GLEN","UPDATED","14-00963332","MD","CLOSED","2014-12-31T17:50:10.000","2014-12-31T19:32:41.000","21215",NA,NA
"WO - Install New Pole","24  COMMERCE ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-29T10:30:49.000","2015-01-01T10:30:49.000","DOWNTOWN","CLOSED","14-00961817","MD","CLOSED","2014-12-29T18:19:04.000","2015-01-15T18:16:29.000","21202",NA,NA
"Cityworks SR Comments","3000  FALLS RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-28T15:27:38.000","2014-12-31T15:27:38.000","JONES FALLS AREA","UPDATED","14-00961327","MD","CLOSED","2014-12-29T18:12:55.000","2014-12-29T19:49:42.000","21211",NA,NA
"Cityworks SR Comments","400  WATER ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-28T06:32:18.000","2014-12-31T06:32:18.000","DOWNTOWN","UPDATED","14-00961083","MD","CLOSED","2014-12-29T18:19:46.000","2014-12-29T19:49:42.000","21202",NA,NA
"Cityworks SR Comments","E COLD SPRING LN &N CHARLES ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-25T15:03:10.000","2014-12-28T15:03:10.000","LOYOLA/NOTRE DAME","UPDATED","14-00957274","MD","CLOSED","2014-12-29T18:07:35.000","2014-12-29T19:49:42.000","21212",NA,NA
"Cityworks SR Comments","4500  HILLEN RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-21T14:34:39.000","2014-12-24T14:34:39.000","HILLEN","UPDATED","14-00947506","MD","CLOSED","2014-12-23T10:51:36.000","2014-12-23T11:37:48.000","21251",NA,NA
"Cityworks SR Comments","5100  PERRING PKWY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-20T06:53:32.000","2014-12-23T06:53:32.000","PERRING LOCH","UPDATED","14-00946442","MD","CLOSED","2014-12-23T10:54:10.000","2014-12-23T11:37:48.000","21239",NA,NA
"Cityworks SR Comments","800 N AUGUSTA AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-18T19:28:15.000","2014-12-21T19:28:15.000","EDMONDSON VILLAGE","UPDATED","14-00943472","MD","CLOSED","2014-12-19T16:17:34.000","2014-12-19T17:16:53.000","21229",NA,NA
"Cityworks SR Comments","SHERWOOD AVE & LEITH WALK","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-18T12:23:31.000","2014-12-21T12:23:31.000","RAMBLEWOOD","UPDATED","14-00941175","MD","CLOSED","2014-12-19T16:21:11.000","2014-12-19T17:16:53.000","21239",NA,NA
"Cityworks SR Comments","FAWN ST &S HIGH ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-18T11:24:18.000","2014-12-21T11:24:18.000","LITTLE ITALY","UPDATED","14-00940708","MD","CLOSED","2014-12-29T18:47:26.000","2014-12-29T19:49:42.000","21202",NA,NA
"WO - Install New Pole","1724  THAMES ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-18T11:12:15.000","2014-12-21T11:12:15.000","FELLS POINT","CLOSED","14-00940663","MD","CLOSED","2014-12-23T10:58:34.000","2014-12-22T10:58:26.000","21231",NA,NA
"Cityworks SR Comments","HILLEN RD & HILLENWOOD RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-17T17:53:05.000","2014-12-20T17:53:05.000","PERRING LOCH","UPDATED","14-00939744","MD","CLOSED","2014-12-19T16:20:00.000","2014-12-19T17:16:53.000","21239",NA,NA
"Cityworks SR Comments","3700  FLOWERTON RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-17T10:26:31.000","2014-12-20T10:26:31.000","EDMONDSON VILLAGE","UPDATED","14-00937456","MD","CLOSED","2014-12-17T18:28:27.000","2014-12-17T19:24:29.000","21229",NA,NA
"Cityworks SR Comments","3000  VIRGINIA AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-16T21:05:48.000","2014-12-19T21:05:48.000","CYLBURN","UPDATED","14-00937225","MD","CLOSED","2014-12-17T18:06:02.000","2014-12-17T19:24:29.000","21215",NA,NA
"Cityworks SR Comments","E 25TH ST & KIRK AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-16T19:06:51.000","2014-12-19T19:06:51.000","COLDSTREAM HOMESTEAD MONTEBELLO","UPDATED","14-00937048","MD","CLOSED","2014-12-17T18:05:15.000","2014-12-17T19:24:29.000","21218",NA,NA
"Cityworks SR Comments","BOSTON ST &S NEWKIRK ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-16T05:09:53.000","2014-12-19T05:09:53.000","CANTON INDUSTRIAL AREA","UPDATED","14-00934741","MD","CLOSED","2014-12-16T18:17:21.000","2014-12-16T18:56:00.000","21224",NA,NA
"Cityworks SR Comments","6301  WABASH AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-11T14:52:39.000","2014-12-14T14:52:39.000","REISTERSTOWN STATION","UPDATED","14-00926580","MD","CLOSED","2014-12-13T11:05:57.000","2014-12-13T12:13:47.000","21215",NA,NA
"Cityworks SR Comments","W HAMBURG ST & RUSSELL ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-11T13:18:44.000","2014-12-14T13:18:44.000","WASHINGTON VILLAGE","UPDATED","14-00926065","MD","CLOSED","2014-12-12T13:13:29.000","2014-12-12T13:56:29.000","21230",NA,NA
"Cityworks SR Comments","2700  GWYNNS FALLS PKWY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-11T13:16:27.000","2014-12-14T13:16:27.000","HANLON-LONGWOOD","UPDATED","14-00926054","MD","CLOSED","2014-12-13T11:04:14.000","2014-12-13T12:13:47.000","21216",NA,NA
"Cityworks SR Comments","3032  WINDSOR AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-10T13:43:46.000","2014-12-13T13:43:46.000","WALBROOK","UPDATED","14-00923179","MD","CLOSED","2014-12-11T19:11:22.000","2014-12-11T20:31:30.000","21216",NA,NA
"Cityworks SR Comments","1 W CONWAY ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-10T11:31:50.000","2014-12-13T11:31:50.000","OTTERBEIN","UPDATED","14-00922333","MD","CLOSED","2014-12-11T19:08:55.000","2014-12-11T20:31:30.000","21201",NA,NA
"Cityworks SR Comments","E LOMBARD ST & SOUTH ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-09T02:14:05.000","2014-12-12T02:14:05.000","INNER HARBOR","UPDATED","14-00919518","MD","CLOSED","2014-12-10T10:44:04.000","2014-12-10T11:07:45.000","21202",NA,NA
"Cityworks SR Comments","2100  ANNAPOLIS RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-05T03:01:21.000","2014-12-08T03:01:21.000","WESTPORT","UPDATED","14-00911125","MD","CLOSED","2014-12-08T11:11:32.000","2014-12-08T12:35:13.000","21230",NA,NA
"Cityworks SR Comments","911  CHESTNUT HILL AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-12-02T20:55:03.000","2014-12-05T20:55:03.000","EDNOR GARDENS-LAKESIDE","UPDATED","14-00904577","MD","CLOSED","2014-12-04T18:53:14.000","2014-12-04T19:30:03.000","21218",NA,NA
"Cityworks SR Comments","5600  THE ALAMEDA","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-27T03:40:13.000","2014-11-30T03:40:13.000","GLEN OAKS","UPDATED","14-00891680","MD","CLOSED","2014-12-01T10:50:45.000","2014-12-01T11:09:24.000","21239",NA,NA
"Cityworks SR Comments","46  POULTNEY ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-26T00:23:58.000","2014-11-29T00:23:58.000","FEDERAL HILL","UPDATED","14-00889133","MD","CLOSED","2014-12-01T21:00:09.000","2014-12-01T21:31:33.000","21230",NA,NA
"Cityworks SR Comments","S SHARP ST &W PRATT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-25T18:41:15.000","2014-11-28T18:41:15.000","INNER HARBOR","UPDATED","14-00888519","MD","CLOSED","2014-12-01T11:04:55.000","2014-12-01T11:09:24.000","21201",NA,NA
"Cityworks SR Comments","5413  SPRINGLAKE WAY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-25T18:12:25.000","2014-11-28T18:12:25.000","HOMELAND","UPDATED","14-00888324","MD","CLOSED","2014-11-26T16:24:41.000","2014-11-26T16:49:56.000","21212",NA,NA
"Cityworks SR Comments","5217  YORK RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-25T14:12:23.000","2014-11-28T14:12:23.000","WOODBOURNE-MCCABE","UPDATED","14-00887035","MD","CLOSED","2014-11-26T16:55:25.000","2014-11-26T18:18:18.000","21212",NA,NA
"Cityworks SR Comments","E FAYETTE ST &N LINWOOD AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-24T15:10:26.000","2014-11-27T15:10:26.000","ELLWOOD PARK/MONUMENT","UPDATED","14-00883701","MD","CLOSED","2014-11-25T19:36:19.000","2014-11-25T20:37:50.000","21224",NA,NA
"Cityworks SR Comments","500  STAMFORD RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-24T14:10:20.000","2014-11-27T14:10:20.000","TEN HILLS","UPDATED","14-00883422","MD","CLOSED","2014-11-25T19:37:37.000","2014-11-25T20:37:50.000","21229",NA,NA
"Cityworks SR Comments","1000 N ELLAMONT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-22T01:19:52.000","2014-11-25T01:19:52.000","ROSEMONT","UPDATED","14-00880514","MD","CLOSED","2014-11-25T11:27:26.000","2014-11-25T11:53:10.000","21216",NA,NA
"Cityworks SR Comments","2501  BOSTON ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-20T13:57:12.000","2014-11-23T13:57:12.000","CANTON","UPDATED","14-00875360","MD","CLOSED","2014-12-02T12:46:31.000","2014-11-21T18:40:57.000","21224",NA,NA
"Cityworks SR Comments","E FORT AVE & LIGHT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-18T15:15:40.000","2014-11-21T15:15:40.000","SBIC","UPDATED","14-00869197","MD","CLOSED","2014-11-19T15:55:25.000","2014-11-19T17:21:31.000","21230",NA,NA
"WO - Install New Pole","414  KEY HWY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-16T14:57:04.000","2014-11-19T14:57:04.000","INNER HARBOR","CLOSED","14-00863759","MD","CLOSED","2014-11-18T18:21:37.000","2014-11-18T18:21:25.000","21230",NA,NA
"Cityworks SR Comments","1210 N CURLEY ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-15T13:44:53.000","2014-11-18T13:44:53.000","BEREA","UPDATED","14-00862418","MD","CLOSED","2014-11-17T19:11:40.000","2014-11-17T19:44:36.000","21213",NA,NA
"Cityworks SR Comments","FOREST GLEN RD &W FOREST PARK AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-14T13:13:02.000","2014-11-17T13:13:02.000","WEST FOREST PARK","UPDATED","14-00859930","MD","CLOSED","2014-11-17T17:29:17.000","2014-11-17T18:22:08.000","21207",NA,NA
"WO - Install New Pole","400  RUSSELL ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-09T06:03:35.000","2014-11-12T06:03:35.000","STADIUM AREA","CLOSED","14-00845414","MD","CLOSED","2014-11-14T12:20:23.000","2014-11-13T12:20:05.000","21230",NA,NA
"Cityworks SR Comments","3615  MANCHESTER AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-08T17:01:52.000","2014-11-11T17:01:52.000","CENTRAL PARK HEIGHTS","UPDATED","14-00844946","MD","CLOSED","2014-11-10T19:44:40.000","2014-11-10T20:37:15.000","21215",NA,NA
"Cityworks SR Comments","3700  SAINT PAUL ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-07T21:29:50.000","2014-11-10T21:29:50.000","GUILFORD","UPDATED","14-00843133","MD","CLOSED","2014-11-10T19:54:44.000","2014-11-10T20:37:15.000","21218",NA,NA
"Cityworks SR Comments","4400 N CHARLES ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-07T16:56:28.000","2014-11-10T16:56:28.000","GUILFORD","UPDATED","14-00842117","MD","CLOSED","2014-11-10T19:48:36.000","2014-11-10T20:37:15.000","21218",NA,NA
"Cityworks SR Comments","2282  DRUID PARK DR","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-06T03:33:45.000","2014-11-09T03:33:45.000","DRUID HILL PARK","UPDATED","14-00836246","MD","CLOSED","2014-11-07T11:40:49.000","2014-11-07T12:28:19.000","21211",NA,NA
NA,"601 E LOMBARD ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-05T14:08:44.000","2014-11-08T14:08:44.000","DOWNTOWN",NA,"14-00833847","MD","DUPCLOSD","2014-11-05T15:35:24.000",NA,"21202",NA,NA
"WO - Install New Pole","E LOMBARD ST &S FREDERICK ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-04T16:59:21.000","2014-11-07T16:59:21.000","DOWNTOWN","CLOSED","14-00830780","MD","CLOSED","2014-11-08T12:51:33.000","2014-11-07T12:51:25.000","21202",NA,NA
"Cityworks SR Comments","5500  CALIFORNIA BLVD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-04T15:52:50.000","2014-11-07T15:52:50.000","HOWARD PARK","UPDATED","14-00830488","MD","CLOSED","2014-11-07T11:41:15.000","2014-11-07T12:28:19.000","21207",NA,NA
"Cityworks SR Comments","GREENWAY & CHARLCOTE RD","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-03T20:30:46.000","2014-11-06T20:30:46.000","GUILFORD","UPDATED","14-00828588","MD","CLOSED","2014-11-06T10:54:55.000","2014-11-06T11:27:39.000","21218",NA,NA
"Cityworks SR Comments","3711  THE ALAMEDA","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-03T14:15:17.000","2014-11-06T14:15:17.000","EDNOR GARDENS-LAKESIDE","UPDATED","14-00826724","MD","CLOSED","2014-11-05T11:23:00.000","2014-11-05T11:52:53.000","21218",NA,NA
"Cityworks SR Comments","3700  SAINT PAUL ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-02T22:27:23.000","2014-11-05T22:27:23.000","GUILFORD","UPDATED","14-00824969","MD","CLOSED","2014-11-03T18:47:47.000","2014-11-03T19:58:07.000","21218",NA,NA
"Cityworks SR Comments","1437  BOYLE ST","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-02T20:41:16.000","2014-11-05T20:41:16.000","RIVERSIDE","UPDATED","14-00824896","MD","CLOSED","2014-11-07T16:54:55.000","2014-11-07T17:48:59.000","21230",NA,NA
"Cityworks SR Comments","BANK ST &S PATTERSON PARK AVE","BALTIMORE CITY","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2014-11-02T15:05:50.000","2014-11-05T15:05:50.000","UPPER FELLS POINT","UPDATED","14-00824129","MD","CLOSED","2014-11-03T19:09:59.000","2014-11-03T19:58:07.000","21224",NA,NA
