"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","i","lon","lat"
"Repair Pothole","NORTH POINT RD","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-08T17:57:37.000","2015-05-08T17:57:37.000","PULASKI INDUSTRIAL AREA","Repair Completed","15-00361410","MD","CLOSED","2015-05-08T17:57:37.000","2015-05-08T17:57:37.000","21224",1,-76.5247922,39.2945678
"Repair Pothole","2400 N LONGWOOD ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T19:05:42.000","2015-05-07T19:05:42.000","HANLON-LONGWOOD","Repair Completed","15-00358417","MD","CLOSED","2015-05-07T19:06:06.000","2015-05-07T19:06:00.000","21216",1,-76.668182,39.31497
"Repair Pothole","3418  ROLAND AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T19:04:26.000","2015-05-07T19:04:26.000","HAMPDEN","Repair Completed","15-00358410","MD","CLOSED","2015-05-07T19:04:50.000","2015-05-07T19:04:00.000","21211",1,-76.6327534,39.3290666
"Repair Pothole","2100 N ROSEDALE ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T19:03:17.000","2015-05-07T19:03:17.000","WALBROOK","Repair Completed","15-00358402","MD","CLOSED","2015-05-07T19:03:42.000","2015-05-07T19:03:00.000","21216",1,-76.669748,39.3117329
"Repair Pothole","2900  LIBERTY HEIGHTS AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T19:02:00.000","2015-05-07T19:02:00.000","PARK CIRCLE","Repair Completed","15-00358400","MD","CLOSED","2015-05-07T19:02:40.000","2015-05-07T19:02:00.000","21215",1,-76.6632486,39.3231882
"Repair Pothole","3600  SEQUOIA AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T19:00:47.000","2015-05-07T19:00:47.000","ASHBURTON","Repair Completed","15-00358395","MD","CLOSED","2015-05-07T19:01:16.000","2015-05-07T19:01:00.000","21215",1,-76.674175,39.330767
"Repair Pothole","3100  SEQUOIA AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:57:48.000","2015-05-07T18:57:48.000","EAST ARLINGTON","Repair Completed","15-00358385","MD","CLOSED","2015-05-07T18:58:20.000","2015-05-07T18:58:00.000","21215",1,-76.665484,39.32803
"Repair Pothole","4400  BELVIEU AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:48:00.000","2015-05-07T18:48:00.000","WEST ARLINGTON","Repair Completed","15-00358349","MD","CLOSED","2015-05-07T18:48:25.000","2015-05-07T18:48:00.000","21215",1,-76.694148,39.339999
"Repair Pothole","3300  SPAULDING AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:45:06.000","2015-05-07T18:45:06.000","CENTRAL PARK HEIGHTS","Repair Completed","15-00358342","MD","CLOSED","2015-05-07T18:45:59.000","2015-05-07T18:45:00.000","21215",1,-76.6759414,39.3476065
"Repair Pothole","1000 S HAVEN ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:14:59.000","2015-05-07T18:14:59.000","CANTON INDUSTRIAL AREA","Repair Completed","15-00358205","MD","CLOSED","2015-05-07T18:14:59.000","2015-05-07T18:14:59.000","21224",1,-76.5621108,39.2816832
"Repair Pothole","6200  CARDIFF AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:13:35.000","2015-05-07T18:13:35.000","O'DONNELL HEIGHTS","Repair Completed","15-00358200","MD","CLOSED","2015-05-07T18:13:35.000","2015-05-07T18:13:35.000","21224",1,-76.5416607,39.2763239
"Repair Pothole","6200  O'DONNELL ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:10:58.000","2015-05-07T18:10:58.000","PULASKI INDUSTRIAL AREA","Repair Completed","15-00358187","MD","CLOSED","2015-05-07T18:10:58.000","2015-05-07T18:10:58.000","21224",1,-76.5412783,39.2815305
"Repair Pothole","2100  MCELDERRY ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:10:20.000","2015-05-07T18:10:20.000","MIDDLE EAST","Repair Completed","15-00358186","MD","CLOSED","2015-05-07T18:10:20.000","2015-05-07T18:10:20.000","21205",1,-76.5877427,39.297539
"Repair Pothole","2200  MCELDERRY ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:08:59.000","2015-05-07T18:08:59.000","MIDDLE EAST","Repair Completed","15-00358184","MD","CLOSED","2015-05-07T18:08:59.000","2015-05-07T18:08:59.000","21205",1,-76.5865533,39.2975833
"Repair Pothole","2400  BOSTON ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-07T18:07:31.000","2015-05-07T18:07:31.000","CANTON","Repair Completed","15-00358178","MD","CLOSED","2015-05-07T18:07:31.000","2015-05-07T18:07:31.000","21224",1,-76.5808788,39.2810662
"Repair Pothole","MORAVIA RD","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T18:17:30.000","2015-05-06T18:17:30.000","BEVERLY HILLS","Repair Completed","15-00355077","MD","CLOSED","2015-05-06T18:17:30.000","2015-05-06T18:17:30.000","21214",1,-76.5477562,39.3201996
"Repair Pothole","MORAVIA RD & PULASKI HWY","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T18:16:01.000","2015-05-06T18:16:01.000","PULASKI INDUSTRIAL AREA","Repair Completed","15-00355070","MD","CLOSED","2015-05-06T18:16:01.000","2015-05-06T18:16:01.000","21237",1,-76.5477562,39.3201996
"Repair Pothole","1200 N BENTALOU ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T11:50:18.000","2015-05-06T11:50:18.000","BRIDGEVIEW/GREENLAWN","Repair Completed","15-00352968","MD","CLOSED","2015-05-06T11:50:18.000","2015-05-06T11:50:18.000","21216",1,-76.65393,39.301829
"Repair Pothole","1400 S CAREY ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T11:49:45.000","2015-05-06T11:49:45.000","WASHINGTON VILLAGE","Repair Completed","15-00352964","MD","CLOSED","2015-05-06T11:49:45.000","2015-05-06T11:49:45.000","21230",1,-76.633842,39.279204
"Repair Pothole","1400 W LEXINGTON ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T11:49:11.000","2015-05-06T11:49:11.000","FRANKLIN SQUARE","Repair Completed","15-00352962","MD","CLOSED","2015-05-06T11:49:11.000","2015-05-06T11:49:11.000","21223",1,-76.6407492,39.2911469
"Repair Pothole","900 N CAREY ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T11:48:18.000","2015-05-06T11:48:18.000","SANDTOWN-WINCHESTER","Repair Completed","15-00352956","MD","CLOSED","2015-05-06T11:48:18.000","2015-05-06T11:48:18.000","21217",1,-76.6387259,39.2990871
"Repair Pothole","510  CUMBERLAND ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T11:47:13.000","2015-05-06T11:47:13.000","DRUID HEIGHTS","Repair Completed","15-00352955","MD","CLOSED","2015-05-06T11:47:13.000","2015-05-06T11:47:13.000","21217",1,-76.6410204,39.309765
"Repair Pothole","710  CUMBERLAND ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T11:46:53.000","2015-05-06T11:46:53.000","SANDTOWN-WINCHESTER","Repair Completed","15-00352952","MD","CLOSED","2015-05-06T11:46:53.000","2015-05-06T11:46:53.000","21217",1,-76.6429706,39.3085813
"Repair Pothole","1033 N CAREY ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T11:46:21.000","2015-05-06T11:46:21.000","SANDTOWN-WINCHESTER","Repair Completed","15-00352948","MD","CLOSED","2015-05-06T11:46:21.000","2015-05-06T11:46:21.000","21217",1,-76.638535,39.300899
"Repair Pothole","1900 W FAYETTE ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-06T11:44:54.000","2015-05-06T11:44:54.000","PENROSE/FAYETTE STREET OUTREACH","Repair Completed","15-00352941","MD","CLOSED","2015-05-06T11:44:54.000","2015-05-06T11:44:54.000","21223",1,-76.6471628,39.2896678
"Repair Pothole","900 N BROADWAY","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T19:10:18.000","2015-05-05T19:10:18.000","GAY STREET","Repair Completed","15-00351118","MD","CLOSED","2015-05-05T19:10:18.000","2015-05-05T19:10:18.000","21205",1,-76.5947394,39.3005837
"Repair Pothole","1300  HOMEWOOD AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T19:08:45.000","2015-05-05T19:08:45.000","JOHNSTON SQUARE","Repair Completed","15-00351117","MD","CLOSED","2015-05-05T19:08:45.000","2015-05-05T19:08:45.000","21218",1,-76.606851,39.305289
"Repair Pothole","800 E HOFFMAN ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T19:07:44.000","2015-05-05T19:07:44.000","GREENMOUNT CEMETERY","Repair Completed","15-00351113","MD","CLOSED","2015-05-05T19:07:44.000","2015-05-05T19:07:44.000","21202",1,-76.6066387,39.305974
"Repair Pothole","1400  GREENMOUNT AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T19:06:41.000","2015-05-05T19:06:41.000","GREENMOUNT WEST","Repair Completed","15-00351111","MD","CLOSED","2015-05-05T19:06:41.000","2015-05-05T19:06:41.000","21202",1,-76.608958,39.30609
"Repair Pothole","LOW ST & COLVIN ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T19:05:44.000","2015-05-05T19:05:44.000","PLEASANT VIEW GARDENS","Repair Completed","15-00351109","MD","CLOSED","2015-05-05T19:05:44.000","2015-05-05T19:05:44.000","21202",1,-79.5361898,40.1559984
"Repair Pothole","400 S WOLFE ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T18:55:27.000","2015-05-05T18:55:27.000","UPPER FELLS POINT","Repair Completed","15-00351077","MD","CLOSED","2015-05-05T18:55:27.000","2015-05-05T18:55:27.000","21231",1,-76.5903567,39.2864845
"Repair Pothole","1600 E PRATT ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T18:53:50.000","2015-05-05T18:53:50.000","WASHINGTON HILL","Repair Completed","15-00351067","MD","CLOSED","2015-05-05T18:53:50.000","2015-05-05T18:53:50.000","21231",1,-76.5947371,39.2892254
"Repair Pothole","300 E PRATT ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T18:52:52.000","2015-05-05T18:52:52.000","INNER HARBOR","Repair Completed","15-00351061","MD","CLOSED","2015-05-05T18:52:52.000","2015-05-05T18:52:52.000","21202",1,-76.6103909,39.287228
"Repair Pothole","100 N CHARLES ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T18:52:08.000","2015-05-05T18:52:08.000","DOWNTOWN","Repair Completed","15-00351059","MD","CLOSED","2015-05-05T18:52:08.000","2015-05-05T18:52:08.000","21201",1,-76.6156871,39.2907869
"Repair Pothole","3100 N LOUDON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-05T18:34:17.000","2015-05-05T18:34:17.000","WEST FOREST PARK","Repair Completed","15-00350973","MD","CLOSED","2015-05-05T18:35:03.000","2015-05-05T18:34:00.000","21216",1,-76.6888618,39.3190146
"Repair Pothole","1900 W FAYETTE ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T19:13:19.000","2015-05-04T19:13:19.000","PENROSE/FAYETTE STREET OUTREACH","Repair Completed","15-00347989","MD","CLOSED","2015-05-04T19:13:19.000","2015-05-04T19:13:19.000","21223",1,-76.6471628,39.2896678
"Repair Pothole","200 E CROSS ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T18:56:03.000","2015-05-04T18:56:03.000","FEDERAL HILL","Repair Completed","15-00347933","MD","CLOSED","2015-05-04T18:56:03.000","2015-05-04T18:56:03.000","21230",1,-76.6106508,39.2772322
"Repair Pothole","400 S DEAN ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T18:41:51.000","2015-05-04T18:41:51.000","HIGHLANDTOWN","Repair Completed","15-00347862","MD","CLOSED","2015-05-04T18:41:51.000","2015-05-04T18:41:51.000","21224",1,-76.5665713,39.2871276
"Repair Pothole","1500 E OLIVER ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T18:41:04.000","2015-05-04T18:41:04.000","OLIVER","Repair Completed","15-00347858","MD","CLOSED","2015-05-04T18:41:04.000","2015-05-04T18:41:04.000","21213",1,-76.597693,39.30755
"Repair Pothole","1600  RETREAT ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T18:34:31.000","2015-05-04T18:34:31.000","PENN NORTH","Repair Completed","15-00347806","MD","CLOSED","2015-05-04T18:35:01.000","2015-05-04T18:34:00.000","21217",1,-76.6430149,39.3120095
"Repair Pothole","3200  WINDSOR AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T18:32:43.000","2015-05-04T18:32:43.000","WALBROOK","Repair Completed","15-00347795","MD","CLOSED","2015-05-04T18:33:24.000","2015-05-04T18:33:00.000","21216",1,-76.671345,39.312469
"Repair Pothole","2401  REISTERSTOWN RD","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T18:26:13.000","2015-05-04T18:26:13.000","PARKVIEW/WOODBROOK","Repair Completed","15-00347768","MD","CLOSED","2015-05-04T18:26:47.000","2015-05-04T18:26:00.000","21217",1,-76.6489299,39.315776
"Repair Pothole","4722  WILERN AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:39:46.000","2015-05-04T17:39:46.000","CENTRAL PARK HEIGHTS","Repair Completed","15-00347555","MD","CLOSED","2015-05-04T17:41:16.000","2015-05-04T17:41:00.000","21215",1,-76.6737754,39.3442104
"Repair Pothole","400 N SCHROEDER ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:20:14.000","2015-05-04T17:20:14.000","HARLEM PARK","Repair Completed","15-00347489","MD","CLOSED","2015-05-04T17:20:14.000","2015-05-04T17:20:14.000","21223",1,-76.6340414,39.2933653
"Repair Pothole","823  NOTTINGHAM RD","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:18:10.000","2015-05-04T17:18:10.000","WEST HILLS","Repair Completed","15-00347479","MD","CLOSED","2015-05-04T17:18:10.000","2015-05-04T17:18:10.000","21229",1,-76.704814,39.297009
"Repair Pothole","4800  LINDSAY RD","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:17:37.000","2015-05-04T17:17:37.000","WEST HILLS","Repair Completed","15-00347476","MD","CLOSED","2015-05-04T17:17:37.000","2015-05-04T17:17:37.000","21229",1,-76.705164,39.296664
"Repair Pothole","3200  LOHRS LN","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:17:07.000","2015-05-04T17:17:07.000","CARROLL-SOUTH HILTON","Repair Completed","15-00347474","MD","CLOSED","2015-05-04T17:17:07.000","2015-05-04T17:17:07.000","21229",1,-76.6704093,39.2849245
"Repair Pothole","4700  EDMONDSON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:16:03.000","2015-05-04T17:16:03.000","HUNTING RIDGE","Repair Completed","15-00347468","MD","CLOSED","2015-05-04T17:16:03.000","2015-05-04T17:16:03.000","21229",1,-76.698324,39.293408
"Repair Pothole","3900  EDMONDSON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:15:14.000","2015-05-04T17:15:14.000","EDMONDSON VILLAGE","Repair Completed","15-00347458","MD","CLOSED","2015-05-04T17:15:14.000","2015-05-04T17:15:14.000","21229",1,-76.681364,39.294105
"Repair Pothole","1000 N FREMONT AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:13:09.000","2015-05-04T17:13:09.000","SANDTOWN-WINCHESTER","Repair Completed","15-00347442","MD","CLOSED","2015-05-04T17:13:09.000","2015-05-04T17:13:09.000","21217",1,-76.6351256,39.3002859
"Repair Pothole","1100 N FREMONT AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:13:04.000","2015-05-04T17:13:04.000","SANDTOWN-WINCHESTER","Repair Completed","15-00347440","MD","CLOSED","2015-05-04T17:13:04.000","2015-05-04T17:13:04.000","21217",1,-76.6358445,39.3015883
"Repair Pothole","1000 W LAFAYETTE AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:11:42.000","2015-05-04T17:11:42.000","UPTON","Repair Completed","15-00347438","MD","CLOSED","2015-05-04T17:11:42.000","2015-05-04T17:11:42.000","21217",1,-76.6347849,39.299373
"Repair Pothole","3000  PRESBURY ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:10:06.000","2015-05-04T17:10:06.000","NORTHWEST COMMUNITY ACTION","Repair Completed","15-00347427","MD","CLOSED","2015-05-04T17:10:06.000","2015-05-04T17:10:06.000","21216",1,-76.667584,39.307349
"Repair Pothole","W READ ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:08:28.000","2015-05-04T17:08:28.000","MID-TOWN BELVEDERE","Repair Completed","15-00347421","MD","CLOSED","2015-05-04T17:08:28.000","2015-05-04T17:08:28.000","21201",1,-76.6185724,39.3002431
"Repair Pothole","500 N GILMOR ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T17:02:02.000","2015-05-04T17:02:02.000","HARLEM PARK","Repair Completed","15-00347382","MD","CLOSED","2015-05-04T17:02:02.000","2015-05-04T17:02:02.000","21223",1,-76.6426947,39.2940244
"Repair Pothole","400  LAURENS ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T16:14:02.000","2015-05-04T16:14:02.000","MADISON PARK","Repair Completed","15-00347157","MD","CLOSED","2015-05-04T16:14:02.000","2015-05-04T16:14:02.000","21217",1,-76.6319016,39.3070743
"Repair Pothole","MADISON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:20:19.000","2015-05-04T15:20:19.000","UPTON","Repair Completed","15-00346821","MD","CLOSED","2015-05-04T15:20:19.000","2015-05-04T15:20:19.000","21201",1,-76.6318594,39.3070851
"Repair Pothole","800  DRUID HILL AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:19:12.000","2015-05-04T15:19:12.000","SETON HILL","Repair Completed","15-00346814","MD","CLOSED","2015-05-04T15:19:12.000","2015-05-04T15:19:12.000","21201",1,-76.6234179,39.2978337
"Repair Pothole","700  DRUID HILL AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:18:30.000","2015-05-04T15:18:30.000","SETON HILL","Repair Completed","15-00346805","MD","CLOSED","2015-05-04T15:18:30.000","2015-05-04T15:18:30.000","21201",1,-76.6231353,39.2974446
"Repair Pothole","3520  EDMONDSON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:13:55.000","2015-05-04T15:13:55.000","EDMONDSON VILLAGE","Repair Completed","15-00346768","MD","CLOSED","2015-05-04T15:13:55.000","2015-05-04T15:13:55.000","21229",1,-76.676548,39.294256
"Repair Pothole","400 S FULTON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:12:18.000","2015-05-04T15:12:18.000","CARROLLTON RIDGE","Repair Completed","15-00346761","MD","CLOSED","2015-05-04T15:12:18.000","2015-05-04T15:12:18.000","21223",1,-76.6449189,39.2831322
"Repair Pothole","200 N FULTON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:12:07.000","2015-05-04T15:12:07.000","FRANKLIN SQUARE","Repair Completed","15-00346757","MD","CLOSED","2015-05-04T15:12:07.000","2015-05-04T15:12:07.000","21223",1,-76.645613,39.29072
"Repair Pothole","3500  EDMONDSON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:08:49.000","2015-05-04T15:08:49.000","EDMONDSON VILLAGE","Repair Completed","15-00346741","MD","CLOSED","2015-05-04T15:08:49.000","2015-05-04T15:08:49.000","21229",1,-76.675843,39.2943489
"Repair Pothole","200 S FULTON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:05:09.000","2015-05-04T15:05:09.000","CARROLLTON RIDGE","Repair Completed","15-00346716","MD","CLOSED","2015-05-04T15:05:09.000","2015-05-04T15:05:09.000","21223",1,-76.6450402,39.2852253
"Repair Pothole","1200 W CROSS ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:04:07.000","2015-05-04T15:04:07.000","WASHINGTON VILLAGE","Repair Completed","15-00346710","MD","CLOSED","2015-05-04T15:04:07.000","2015-05-04T15:04:07.000","21230",1,-76.6311903,39.2821053
"Repair Pothole","600 N ARLINGTON AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:01:30.000","2015-05-04T15:01:30.000","HARLEM PARK","Repair Completed","15-00346697","MD","CLOSED","2015-05-04T15:01:30.000","2015-05-04T15:01:30.000","21223",1,-76.635965,39.295643
"Repair Pothole","3500 W MULBERRY ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T15:00:23.000","2015-05-04T15:00:23.000","ALLENDALE","Repair Completed","15-00346688","MD","CLOSED","2015-05-04T15:00:23.000","2015-05-04T15:00:23.000","21229",1,-76.6754456,39.2918797
"Repair Pothole","CHERRY HILL RD","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T14:59:17.000","2015-05-04T14:59:17.000","MIDDLE BRANCH/REEDBIRD PARKS","Repair Completed","15-00346678","MD","CLOSED","2015-05-04T14:59:17.000","2015-05-04T14:59:17.000","21225",1,-76.6226218,39.250128
"Repair Pothole","2700  PRESBURY ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T14:58:26.000","2015-05-04T14:58:26.000","COPPIN HEIGHTS/ASH-CO-EAST","Repair Completed","15-00346672","MD","CLOSED","2015-05-04T14:58:26.000","2015-05-04T14:58:26.000","21216",1,-76.66146,39.307597
"Repair Pothole","1940  DRUID HILL AVE","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T14:56:44.000","2015-05-04T14:56:44.000","DRUID HEIGHTS","Repair Completed","15-00346666","MD","CLOSED","2015-05-04T14:56:44.000","2015-05-04T14:56:44.000","21217",1,-76.635377,39.307208
"Repair Pothole","500 N MOUNT ST","BALTIMORE","TRMPICKU","TRM-Pickup Potholes","2015-05-04T14:55:47.000","2015-05-04T14:55:47.000","HARLEM PARK","Repair Completed","15-00346660","MD","CLOSED","2015-05-04T14:55:47.000","2015-05-04T14:55:47.000","21223",1,-76.6440857,39.2939687
