"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","i","lon","lat"
"Dispatch Work Crew","INTERSTATE AVE & O'DONNELL ST CUT OFF","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T19:02:47.000","2015-05-10T19:02:47.000","MEDFORD","Abated - Close SR","15-00361722","MD","CLOSED","2015-05-11T18:21:52.000","2015-05-11T18:19:00.000","21224",1,-104.0418819,47.8362884
"Dispatch Work Crew","S BRUCE ST & MCHENRY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T18:52:35.000","2015-05-10T18:52:35.000","NEW SOUTHWEST/MOUNT CLARE","Abated - Close SR","15-00361676","MD","CLOSED","2015-05-11T16:37:03.000","2015-05-11T16:36:00.000","21223",1,-73.1754199,44.496255
"Dispatch Work Crew","S BRUCE ST & RAMSAY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T18:50:55.000","2015-05-10T18:50:55.000","NEW SOUTHWEST/MOUNT CLARE","Abated - Close SR","15-00361664","MD","CLOSED","2015-05-11T16:56:47.000","2015-05-11T16:56:00.000","21223",1,-73.1754199,44.496255
"Dispatch Work Crew","300 S BRUCE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T18:50:38.000","2015-05-10T18:50:38.000","NEW SOUTHWEST/MOUNT CLARE","Abated - Close SR","15-00361662","MD","CLOSED","2015-05-11T16:35:38.000","2015-05-11T16:34:00.000","21223",1,-76.6442809,39.2843303
"Dispatch Work Crew","3723  RIDGECROFT RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T17:32:09.000","2015-05-10T17:32:09.000","WALTHERSON","Abated - Close SR","15-00361296","MD","CLOSED","2015-05-11T15:01:27.000","2015-05-11T15:01:00.000","21206",1,-76.558887,39.3398929
"Dispatch Work Crew","5300  CEDONIA AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T17:15:30.000","2015-05-10T17:15:30.000","CEDONIA","Abated - Close SR","15-00361234","MD","CLOSED","2015-05-11T18:17:26.000","2015-05-11T18:17:00.000","21206",1,-76.533289,39.3293585
"Dispatch Work Crew","1313  BROENING HWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T17:10:43.000","2015-05-10T17:10:43.000","MEDFORD","Abated - Close SR","15-00361212","MD","CLOSED","2015-05-11T19:18:05.000","2015-05-11T19:17:00.000","21224",1,-76.5433779,39.2790246
"Dispatch Work Crew","5100  SINCLAIR LN","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T17:09:09.000","2015-05-10T17:09:09.000","FRANKFORD","Abated - Close SR","15-00361207","MD","CLOSED","2015-05-11T16:54:43.000","2015-05-11T16:54:00.000","21206",1,-76.5459657,39.3245037
"Dispatch Work Crew","3827  SAINT VICTOR ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T17:04:58.000","2015-05-10T17:04:58.000","BROOKLYN","Abated - Close SR","15-00361182","MD","CLOSED","2015-05-11T17:14:12.000","2015-05-11T17:13:00.000","21225",1,-76.5977214,39.2318083
"Dispatch Work Crew","3838  SINCLAIR LN","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T17:01:56.000","2015-05-10T17:01:56.000","BELAIR-EDISON","Abated - Close SR","15-00361170","MD","CLOSED","2015-05-11T16:55:42.000","2015-05-11T16:55:00.000","21213",1,-76.5622549,39.314329
"Dispatch Work Crew","6310  COVE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T15:23:57.000","2015-05-10T15:23:57.000","HAWKINS POINT","Abated - Close SR","15-00360779","MD","CLOSED","2015-05-11T16:59:15.000","2015-05-11T16:59:00.000","21226",1,-76.566125,39.203714
"Dispatch Work Crew","6300  ARUNDEL COVE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T15:21:00.000","2015-05-10T15:21:00.000","HAWKINS POINT","Abated - Close SR","15-00360769","MD","CLOSED","2015-05-11T17:03:05.000","2015-05-11T17:00:00.000","21226",1,-76.5674728,39.204413
"Dispatch Work Crew","1500  DUNDALK AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T14:49:34.000","2015-05-10T14:49:34.000","BROENING MANOR","Abated - Close SR","15-00360615","MD","CLOSED","2015-05-08T16:49:42.000","2015-05-08T16:48:00.000","21222",1,-76.5331999,39.276027
"Dispatch Work Crew","4627  BELVIEU AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T14:11:35.000","2015-05-10T14:11:35.000","HOWARD PARK","Abated - Close SR","15-00360420","MD","CLOSED","2015-05-08T17:27:01.000","2015-05-08T17:26:00.000","21207",1,-76.699157,39.337439
"Dispatch Work Crew","2510  HALCYON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T13:05:45.000","2015-05-10T13:05:45.000","LAURAVILLE","Abated - Close SR","15-00360059","MD","CLOSED","2015-05-11T14:58:01.000","2015-05-11T14:57:00.000","21214",1,-76.572587,39.347837
"Dispatch Work Crew","HILLSDALE RD & MAINE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T12:38:48.000","2015-05-10T12:38:48.000","HOWARD PARK","Abated - Close SR","15-00359893","MD","CLOSED","2015-05-08T17:36:10.000","2015-05-08T17:35:00.000","21207",1,-73.4498074,42.1658737
"Dispatch Work Crew","900  DRUID PARK LAKE DR","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T12:37:59.000","2015-05-10T12:37:59.000","DRUID HILL PARK","Abated - Close SR","15-00359888","MD","CLOSED","2015-05-08T17:37:07.000","2015-05-08T17:36:00.000","21217",1,-76.636167,39.31696
"Dispatch Work Crew","3404  CHESTERFIELD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T12:20:12.000","2015-05-10T12:20:12.000","BELAIR-EDISON","Abated - Close SR","15-00359775","MD","CLOSED","2015-05-08T17:23:40.000","2015-05-08T17:23:00.000","21213",1,-76.565303,39.321808
"Dispatch Work Crew","1200 E NORTH AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T11:02:41.000","2015-05-10T11:02:41.000","EAST BALTIMORE MIDWAY","Abated - Close SR","15-00359495","MD","CLOSED","2015-05-08T16:20:22.000","2015-05-08T16:18:00.000","21202",1,-76.6021057,39.3120262
"Dispatch Work Crew","3800 W ROGERS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T10:42:24.000","2015-05-10T10:42:24.000","ARLINGTON","Abated - Close SR","15-00359429","MD","CLOSED","2015-05-08T17:14:55.000","2015-05-08T17:14:00.000","21215",1,-76.686031,39.350535
"Dispatch Work Crew","PERRING PKWY &E NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T00:48:39.000","2015-05-10T00:48:39.000","HARFORD-ECHODALE/PERRING PARKWAY","Abated - Close SR","15-00359201","MD","CLOSED","2015-05-08T15:51:31.000","2015-05-08T15:51:00.000","21239",1,-76.562038,39.374293
"Dispatch Work Crew","2128  SAINT PAUL ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T00:30:05.000","2015-05-10T00:30:05.000","CHARLES NORTH","Abated - Close SR","15-00359168","MD","CLOSED","2015-05-08T18:13:40.000","2015-05-08T18:00:00.000","21218",1,-76.615476,39.314168
"Dispatch Work Crew","430  ELRINO ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-08T00:00:21.000","2015-05-10T00:00:21.000","JOSEPH LEE","Abated - Close SR","15-00359139","MD","CLOSED","2015-05-08T13:35:06.000","2015-05-08T13:24:00.000","21224",1,-76.543147,39.288269
"Dispatch Work Crew","W BELVEDERE AVE & PEMBRIDGE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T23:58:16.000","2015-05-09T23:58:16.000","CENTRAL PARK HEIGHTS","Closed","15-00359138","MD","CLOSED","2015-05-11T11:49:58.000","2015-05-11T11:49:00.000","21215",1,-76.6757359,39.3490377
"Dispatch Work Crew","GIST AVE &W ROGERS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T23:57:51.000","2015-05-09T23:57:51.000","ARLINGTON","Abated - Close SR","15-00359137","MD","CLOSED","2015-05-08T15:42:38.000","2015-05-08T15:42:00.000","21215",1,-76.6940983,39.3559928
"Dispatch Work Crew","5432  NELSON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T22:48:23.000","2015-05-09T22:48:23.000","ARLINGTON","Abated - Close SR","15-00359043","MD","CLOSED","2015-05-08T15:47:34.000","2015-05-08T15:47:00.000","21215",1,-76.686672,39.349111
"Dispatch Work Crew","N CENTRAL AVE & BIDDLE CHASE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T21:08:49.000","2015-05-09T21:08:49.000","JOHNSTON SQUARE","Abated - Close SR","15-00358859","MD","CLOSED","2015-05-08T13:49:09.000","2015-05-08T13:48:00.000","21202",1,-81.6639066,28.9402004
"Dispatch Work Crew","N BROADWAY &E FAIRMOUNT AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T18:37:45.000","2015-05-09T18:37:45.000","WASHINGTON HILL","Closed","15-00358321","MD","CLOSED","2015-05-07T21:18:10.000","2015-05-07T21:18:00.000","21231",1,-108.6582542,37.4723576
"Dispatch Work Crew","1419 W FAYETTE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T18:27:17.000","2015-05-09T18:27:17.000","FRANKLIN SQUARE","Abated - Close SR","15-00358288","MD","CLOSED","2015-05-08T13:30:47.000","2015-05-08T13:29:00.000","21223",1,-76.640525,39.289453
"Dispatch Work Crew","100  MERCER ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T17:07:57.000","2015-05-09T17:07:57.000","DOWNTOWN","Abated - Close SR","15-00357942","MD","CLOSED","2015-05-08T08:54:01.000","2015-05-08T08:53:00.000","21202",1,-76.6136243,39.2885068
"Dispatch Work Crew","6013  PARK HEIGHTS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T16:41:17.000","2015-05-09T16:41:17.000","GLEN","Abated - Close SR","15-00357822","MD","CLOSED","2015-05-08T00:22:15.000","2015-05-08T00:22:00.000","21215",1,-76.6905249,39.357349
"Dispatch Work Crew","1425  ALICEANNA ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T16:36:15.000","2015-05-09T16:36:15.000","FELLS POINT","Abated - Close SR","15-00357808","MD","CLOSED","2015-05-07T20:56:30.000","2015-05-07T20:56:00.000","21231",1,-76.5971141,39.2831601
"Dispatch Work Crew","1929  FLEET ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T16:35:10.000","2015-05-09T16:35:10.000","FELLS POINT","Closed","15-00357802","MD","CLOSED","2015-05-07T20:59:12.000","2015-05-07T20:59:00.000","21231",1,-76.589106,39.284525
"Dispatch Work Crew","3832  LIBERTY HEIGHTS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T16:24:33.000","2015-05-09T16:24:33.000","CALLAWAY-GARRISON","Abated - Close SR","15-00357757","MD","CLOSED","2015-05-07T18:50:27.000","2015-05-07T18:50:00.000","21215",1,-76.6821116,39.3272811
"Dispatch Work Crew","PERRING PKWY &E NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T16:22:22.000","2015-05-09T16:22:22.000","HARFORD-ECHODALE/PERRING PARKWAY","Closed","15-00357734","MD","CLOSED","2015-05-08T00:41:48.000","2015-05-08T00:41:00.000","21239",1,-76.562038,39.374293
"Dispatch Work Crew","1008  MARLAU DR","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T15:33:23.000","2015-05-09T15:33:23.000","CHINQUAPIN PARK-BELVEDERE","Abated - Close SR","15-00357567","MD","CLOSED","2015-05-08T08:52:42.000","2015-05-08T08:52:00.000","21212",1,-76.600377,39.364515
"Dispatch Work Crew","300  KERNEWAY","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T15:32:18.000","2015-05-09T15:32:18.000","LOYOLA/NOTRE DAME","Abated - Close SR","15-00357562","MD","CLOSED","2015-05-08T08:56:57.000","2015-05-08T08:56:00.000","21212",1,-76.615318,39.3477419
"Dispatch Work Crew","400 S CENTRAL AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T15:31:41.000","2015-05-09T15:31:41.000","LITTLE ITALY","Abated - Close SR","15-00357557","MD","CLOSED","2015-05-08T13:46:24.000","2015-05-08T13:43:00.000","21202",1,-76.599861,39.285963
"Dispatch Work Crew","1425  ALICEANNA ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T15:29:42.000","2015-05-09T15:29:42.000","FELLS POINT","Abated - Close SR","15-00357550","MD","CLOSED","2015-05-07T20:44:53.000","2015-05-07T20:44:00.000","21231",1,-76.5971141,39.2831601
"Dispatch Work Crew","1209  BERNARD DR","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T14:52:04.000","2015-05-09T14:52:04.000","MORRELL PARK","Abated - Close SR","15-00357388","MD","CLOSED","2015-05-07T17:43:17.000","2015-05-07T17:42:00.000","21223",1,-76.657798,39.2718523
"Dispatch Work Crew","E 25TH ST &N CALVERT ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T14:20:52.000","2015-05-09T14:20:52.000","BARCLAY","Abated - Close SR","15-00357243","MD","CLOSED","2015-05-07T18:18:46.000","2015-05-07T18:18:00.000","21218",1,-99.0636173,40.7001868
"Dispatch Work Crew","4400  PALL MALL RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T14:03:44.000","2015-05-09T14:03:44.000","GREENSPRING","Abated - Close SR","15-00357164","MD","CLOSED","2015-05-07T15:38:25.000","2015-05-07T15:38:00.000","21215",1,-76.6624968,39.3393358
"Dispatch Work Crew","1800  COLE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T13:53:44.000","2015-05-09T13:53:44.000","CARROLLTON RIDGE","Abated - Close SR","15-00357123","MD","CLOSED","2015-05-07T17:20:46.000","2015-05-07T17:20:00.000","21223",1,-76.6448751,39.2821143
"Dispatch Work Crew","3226  ROSALIE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T13:50:30.000","2015-05-09T13:50:30.000","NORTH HARFORD ROAD","Abated - Close SR","15-00357110","MD","CLOSED","2015-05-08T08:50:54.000","2015-05-08T08:49:00.000","21234",1,-76.540901,39.365872
"Dispatch Work Crew","E NORTH AVE & SAINT PAUL ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T13:43:53.000","2015-05-09T13:43:53.000","GREENMOUNT WEST","Abated - Close SR","15-00357077","MD","CLOSED","2015-05-08T13:52:16.000","2015-05-08T13:49:00.000","21202",1,-87.9735577,41.9055261
"Dispatch Work Crew","3217  NOBLE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T13:40:17.000","2015-05-09T13:40:17.000","BALTIMORE-LINWOOD","Abated - Close SR","15-00357063","MD","CLOSED","2015-05-08T13:47:36.000","2015-05-08T13:47:00.000","21224",1,-76.5715498,39.2929558
"Dispatch Work Crew","1606  MARSHALL ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-07T13:21:52.000","2015-05-09T13:21:52.000","SBIC","Abated - Close SR","15-00356967","MD","CLOSED","2015-05-08T08:48:03.000","2015-05-08T08:48:00.000","21230",1,-76.6126309,39.271211
