"","m","km","miles","seconds","minutes","hours","startLon","startLat","endLon","endLat","leg","route"
"439",5776,5.776,3.5892064,1495,24.9166666666667,0.415277777777778,-76.7701593,39.1644284,-76.7964728,39.1208592,22,"B"
"440",328,0.328,0.2038192,64,1.06666666666667,0.0177777777777778,-76.7964728,39.1208592,-76.7983897,39.1222727,23,"B"
"441",8543,8.543,5.3086202,1701,28.35,0.4725,-76.7983897,39.1222727,-76.8430963,39.07002,24,"B"
"442",616,0.616,0.3827824,152,2.53333333333333,0.0422222222222222,-76.8430963,39.07002,-76.8488989,39.0669666,25,"B"
"443",1410,1.41,0.876174,374,6.23333333333333,0.103888888888889,-76.8488989,39.0669666,-76.8549041,39.0558306,26,"B"
"444",1275,1.275,0.792285,272,4.53333333333333,0.0755555555555556,-76.8549041,39.0558306,-76.869487,39.0562355,27,"B"
"445",1148,1.148,0.7133672,183,3.05,0.0508333333333333,-76.869487,39.0562355,-76.8734374,39.0469823,28,"B"
"446",2219,2.219,1.3788866,445,7.41666666666667,0.123611111111111,-76.8734374,39.0469823,-76.897783,39.04307,29,"B"
"447",2302,2.302,1.4304628,441,7.35,0.1225,-76.897783,39.04307,-76.9014006,39.0230564,30,"B"
"448",1430,1.43,0.888602,309,5.15,0.0858333333333333,-76.9014006,39.0230564,-76.9173521,39.0253249,31,"B"
"449",3107,3.107,1.9306898,530,8.83333333333333,0.147222222222222,-76.9173521,39.0253249,-76.9256223,38.9981769,32,"B"
"450",908,0.908,0.5642312,176,2.93333333333333,0.0488888888888889,-76.9256223,38.9981769,-76.9281875,38.9903443,33,"B"
"451",68,0.068,0.0422552,10,0.166666666666667,0.00277777777777778,-76.9281875,38.9903443,-76.9284473,38.9897742,34,"B"
"452",193,0.193,0.1199302,30,0.5,0.00833333333333333,-76.9284473,38.9897742,-76.929053,38.9881139,35,"B"
"453",139,0.139,0.0863746,23,0.383333333333333,0.00638888888888889,-76.929053,38.9881139,-76.9295755,38.9869498,36,"B"
"454",370,0.37,0.229918,60,1,0.0166666666666667,-76.9295755,38.9869498,-76.925713,38.9857427,37,"B"
"455",278,0.278,0.1727492,54,0.9,0.015,-76.925713,38.9857427,-76.9246865,38.9844754,38,"B"
"456",416,0.416,0.2585024,71,1.18333333333333,0.0197222222222222,-76.9246865,38.9844754,-76.920941,38.9831961,39,"B"
"457",181,0.181,0.1124734,28,0.466666666666667,0.00777777777777778,-76.920941,38.9831961,-76.9202226,38.9818088,40,"B"
"458",959,0.959,0.5959226,166,2.76666666666667,0.0461111111111111,-76.9202226,38.9818088,-76.9205014,38.9760872,41,"B"
"459",241,0.241,0.1497574,64,1.06666666666667,0.0177777777777778,-76.9205014,38.9760872,-76.9206631,38.9753526,42,"B"
"460",30,0.03,0.018642,5,0.0833333333333333,0.00138888888888889,-76.9206631,38.9753526,-76.9210037,38.9754211,43,"B"
"461",4193,4.193,2.6055302,792,13.2,0.22,-76.9210037,38.9754211,-76.9420834,38.9451914,44,"B"
"462",48,0.048,0.0298272,26,0.433333333333333,0.00722222222222222,-76.9420834,38.9451914,-76.9418549,38.9455702,45,"B"
"463",377,0.377,0.2342678,62,1.03333333333333,0.0172222222222222,-76.9418549,38.9455702,-76.945914,38.9462512,46,"B"
"464",1672,1.672,1.0389808,411,6.85,0.114166666666667,-76.945914,38.9462512,-76.960624,38.936582,47,"B"
"465",1788,1.788,1.1110632,401,6.68333333333333,0.111388888888889,-76.960624,38.936582,-76.9781656,38.928182,48,"B"
"466",1237,1.237,0.7686718,305,5.08333333333333,0.0847222222222222,-76.9781656,38.928182,-76.992433,38.927516,49,"B"
"467",334,0.334,0.2075476,76,1.26666666666667,0.0211111111111111,-76.992433,38.927516,-76.992426,38.924511,50,"B"
"468",113,0.113,0.0702182,14,0.233333333333333,0.00388888888888889,-76.992426,38.924511,-76.993735,38.924501,51,"B"
"469",288,0.288,0.1789632,37,0.616666666666667,0.0102777777777778,-76.993735,38.924501,-76.9939132,38.9219253,52,"B"
"470",85,0.085,0.052819,78,1.3,0.0216666666666667,-76.9939132,38.9219253,-76.9936427,38.9211982,53,"B"
"471",214,0.214,0.1329796,42,0.7,0.0116666666666667,-76.9936427,38.9211982,-76.9958955,38.9204493,54,"B"
"472",187,0.187,0.1162018,29,0.483333333333333,0.00805555555555556,-76.9958955,38.9204493,-76.9962817,38.9218662,55,"B"
"473",1119,1.119,0.6953466,182,3.03333333333333,0.0505555555555556,-76.9962817,38.9218662,-77.0011632,38.9125966,56,"B"
"474",2888,2.888,1.7946032,800,13.3333333333333,0.222222222222222,-77.0011632,38.9125966,-77.0345334,38.9126048,57,"B"
"475",520,0.52,0.323128,78,1.3,0.0216666666666667,-77.0345334,38.9126048,-77.0345599,38.9079272,58,"B"
"476",161,0.161,0.1000454,51,0.85,0.0141666666666667,-77.0345599,38.9079272,-77.0362911,38.9074348,59,"B"
"477",147,0.147,0.0913458,36,0.6,0.01,-77.0362911,38.9074348,-77.0376638,38.9068501,60,"B"
"478",333,0.333,0.2069262,48,0.8,0.0133333333333333,-77.0376638,38.9068501,-77.0411838,38.9056297,61,"B"
"479",2398,2.398,1.4901172,651,10.85,0.180833333333333,-77.0411838,38.9056297,-77.0687829,38.9050582,62,"B"
"480",730,0.73,0.453622,266,4.43333333333333,0.0738888888888889,-77.0687829,38.9050582,-77.0719782,38.8991518,63,"B"
"481",1157,1.157,0.7189598,414,6.9,0.115,-77.0719782,38.8991518,-77.0846936,38.8967098,64,"B"
"482",1706,1.706,1.0601084,483,8.05,0.134166666666667,-77.0846936,38.8967098,-77.1004627,38.8946303,65,"B"
"483",451,0.451,0.2802514,117,1.95,0.0325,-77.1004627,38.8946303,-77.1032355,38.8913483,66,"B"
"484",1268,1.268,0.7879352,366,6.1,0.101666666666667,-77.1032355,38.8913483,-77.1167089,38.8877451,67,"B"
"485",725,0.725,0.450515,171,2.85,0.0475,-77.1167089,38.8877451,-77.1217781,38.8829536,68,"B"
"486",1413,1.413,0.8780382,330,5.5,0.0916666666666667,-77.1217781,38.8829536,-77.1361749,38.8791171,69,"B"
"487",237,0.237,0.1472718,56,0.933333333333333,0.0155555555555556,-77.1361749,38.8791171,-77.1388225,38.8791102,70,"B"
"488",1523,1.523,0.9463922,316,5.26666666666667,0.0877777777777778,-77.1388225,38.8791102,-77.1542349,38.8839249,71,"B"
"489",329,0.329,0.2044406,62,1.03333333333333,0.0172222222222222,-77.1542349,38.8839249,-77.1573598,38.8825716,72,"B"
"490",19,0.019,0.0118066,2,0.0333333333333333,0.000555555555555556,-77.1573598,38.8825716,-77.1574061,38.882737,73,"B"
"491",11,0.011,0.0068354,2,0.0333333333333333,0.000555555555555556,-77.1574061,38.882737,-77.1573702,38.8828302,74,"B"
"492",112,0.112,0.0695968,29,0.483333333333333,0.00805555555555556,-77.1573702,38.8828302,-77.1567744,38.8834505,75,"B"
"493",214,0.214,0.1329796,71,1.18333333333333,0.0197222222222222,-77.1567744,38.8834505,-77.1573085,38.8852263,76,"B"
"494",504,0.504,0.3131856,84,1.4,0.0233333333333333,-77.1573085,38.8852263,-77.1618929,38.8871862,77,"B"
"495",1612,1.612,1.0016968,423,7.05,0.1175,-77.1618929,38.8871862,-77.179708,38.8910864,78,"B"
"496",408,0.408,0.2535312,96,1.6,0.0266666666666667,-77.179708,38.8910864,-77.1843566,38.8916985,79,"B"
"497",781,0.781,0.4853134,167,2.78333333333333,0.0463888888888889,-77.1843566,38.8916985,-77.1933473,38.8915247,80,"B"
"498",1082,1.082,0.6723548,252,4.2,0.07,-77.1933473,38.8915247,-77.2055058,38.8900559,81,"B"
"499",558,0.558,0.3467412,231,3.85,0.0641666666666667,-77.2055058,38.8900559,-77.2112529,38.8913825,82,"B"
"500",4555,4.555,2.830477,831,13.85,0.230833333333333,-77.2112529,38.8913825,-77.2592886,38.9009997,83,"B"
"501",77,0.077,0.0478478,38,0.633333333333333,0.0105555555555556,-77.2592886,38.9009997,-77.2600912,38.9009428,84,"B"
"502",64,0.064,0.0397696,13,0.216666666666667,0.00361111111111111,-77.2600912,38.9009428,-77.2600932,38.9004173,85,"B"
"503",223,0.223,0.1385722,35,0.583333333333333,0.00972222222222222,-77.2600932,38.9004173,-77.261915,38.8990397,86,"B"
"504",169,0.169,0.1050166,26,0.433333333333333,0.00722222222222222,-77.261915,38.8990397,-77.2633102,38.9001072,87,"B"
"505",385,0.385,0.239239,107,1.78333333333333,0.0297222222222222,-77.2633102,38.9001072,-77.2664648,38.8976786,88,"B"
"506",3099,3.099,1.9257186,694,11.5666666666667,0.192777777777778,-77.2664648,38.8976786,-77.2929066,38.8828487,89,"B"
"507",1332,1.332,0.8277048,329,5.48333333333333,0.0913888888888889,-77.2929066,38.8828487,-77.305725,38.8772708,90,"B"
"508",1894,1.894,1.1769316,391,6.51666666666667,0.108611111111111,-77.305725,38.8772708,-77.3216443,38.8669799,91,"B"
"509",204,0.204,0.1267656,128,2.13333333333333,0.0355555555555556,-77.3216443,38.8669799,-77.3228247,38.865395,92,"B"
"510",9,0.009,0.0055926,22,0.366666666666667,0.00611111111111111,-77.3228247,38.865395,-77.322733,38.8653617,93,"B"
"511",1073,1.073,0.6667622,196,3.26666666666667,0.0544444444444444,-77.322733,38.8653617,-77.3304431,38.85792,94,"B"
"512",16,0.016,0.0099424,4,0.0666666666666667,0.00111111111111111,-77.3304431,38.85792,-77.3305845,38.8580158,95,"B"
"513",370,0.37,0.229918,148,2.46666666666667,0.0411111111111111,-77.3305845,38.8580158,-77.3327293,38.855175,96,"B"
"514",91,0.091,0.0565474,14,0.233333333333333,0.00388888888888889,-77.3327293,38.855175,-77.3337472,38.855394,97,"B"
"515",215,0.215,0.133601,36,0.6,0.01,-77.3337472,38.855394,-77.3357902,38.8552929,98,"B"
"516",80,0.08,0.049712,11,0.183333333333333,0.00305555555555556,-77.3357902,38.8552929,-77.3365965,38.8556526,99,"B"
"517",746,0.746,0.4635644,246,4.1,0.0683333333333333,-77.3365965,38.8556526,-77.3379492,38.8492322,100,"B"
"518",6,0.006,0.0037284,2,0.0333333333333333,0.000555555555555556,-77.3379492,38.8492322,-77.3380218,38.8492425,101,"B"
"519",1889,1.889,1.1738246,343,5.71666666666667,0.0952777777777778,-77.3380218,38.8492425,-77.3448129,38.8335585,102,"B"
"520",1815,1.815,1.127841,288,4.8,0.08,-77.3448129,38.8335585,-77.3645879,38.8292117,103,"B"
"521",368,0.368,0.2286752,127,2.11666666666667,0.0352777777777778,-77.3645879,38.8292117,-77.3684276,38.8278466,104,"B"
"522",3999,3.999,2.4849786,762,12.7,0.211666666666667,-77.3684276,38.8278466,-77.4129533,38.830326,105,"B"
"523",12,0.012,0.0074568,2,0.0333333333333333,0.000555555555555556,-77.4129533,38.830326,-77.4129895,38.8302255,106,"B"
"524",617,0.617,0.3834038,109,1.81666666666667,0.0302777777777778,-77.4129895,38.8302255,-77.4199988,38.8292877,107,"B"
"525",561,0.561,0.3486054,167,2.78333333333333,0.0463888888888889,-77.4199988,38.8292877,-77.4262272,38.8282455,108,"B"
"526",917,0.917,0.5698238,167,2.78333333333333,0.0463888888888889,-77.4262272,38.8282455,-77.4362969,38.8272588,109,"B"
"527",2231,2.231,1.3863434,315,5.25,0.0875,-77.4362969,38.8272588,-77.4486316,38.809762,110,"B"
"528",102,0.102,0.0633828,86,1.43333333333333,0.0238888888888889,-77.4486316,38.809762,-77.4497326,38.809989,111,"B"
"529",1563,1.563,0.9712482,229,3.81666666666667,0.0636111111111111,-77.4497326,38.809989,-77.457533,38.7974611,112,"B"
"530",561,0.561,0.3486054,173,2.88333333333333,0.0480555555555556,-77.457533,38.7974611,-77.45803,38.7926141,113,"B"
"531",595,0.595,0.369733,88,1.46666666666667,0.0244444444444444,-77.45803,38.7926141,-77.464863,38.793096,114,"B"
"532",383,0.383,0.2379962,91,1.51666666666667,0.0252777777777778,-77.464863,38.793096,-77.4652491,38.7896605,115,"B"
"533",753,0.753,0.4679142,134,2.23333333333333,0.0372222222222222,-77.4652491,38.7896605,-77.4733848,38.7913155,116,"B"
"534",945,0.945,0.587223,178,2.96666666666667,0.0494444444444444,-77.4733848,38.7913155,-77.4811759,38.7854309,117,"B"
"535",85,0.085,0.052819,21,0.35,0.00583333333333333,-77.4811759,38.7854309,-77.4807821,38.7847331,118,"B"
"536",579,0.579,0.3597906,102,1.7,0.0283333333333333,-77.4807821,38.7847331,-77.4853167,38.7810489,119,"B"
"537",2979,2.979,1.8511506,667,11.1166666666667,0.185277777777778,-77.4853167,38.7810489,-77.516854,38.7820946,120,"B"
"538",242,0.242,0.1503788,54,0.9,0.015,-77.516854,38.7820946,-77.51874,38.7837022,121,"B"
"539",1293,1.293,0.8034702,265,4.41666666666667,0.0736111111111111,-77.51874,38.7837022,-77.528484,38.7749064,122,"B"
"540",21,0.021,0.0130494,4,0.0666666666666667,0.00111111111111111,-77.528484,38.7749064,-77.5283147,38.7747774,123,"B"
"541",5541,5.541,3.4431774,1118,18.6333333333333,0.310555555555556,-77.5283147,38.7747774,-77.5749348,38.7464277,124,"B"
"542",5,0.005,0.003107,22,0.366666666666667,0.00611111111111111,-77.5749348,38.7464277,-77.5748734,38.746435,125,"B"
"543",1372,1.372,0.8525608,270,4.5,0.075,-77.5748734,38.746435,-77.5795846,38.7347108,126,"B"
"544",24,0.024,0.0149136,6,0.1,0.00166666666666667,-77.5795846,38.7347108,-77.5798542,38.7347685,127,"B"
"545",213,0.213,0.1323582,73,1.21666666666667,0.0202777777777778,-77.5798542,38.7347685,-77.5802447,38.7328855,128,"B"
"546",406,0.406,0.2522884,102,1.7,0.0283333333333333,-77.5802447,38.7328855,-77.5756035,38.7326663,129,"B"
"547",1249,1.249,0.7761286,220,3.66666666666667,0.0611111111111111,-77.5756035,38.7326663,-77.576943,38.722451,130,"B"
"548",2531,2.531,1.5727634,433,7.21666666666667,0.120277777777778,-77.576943,38.722451,-77.58711,38.701422,131,"B"
"549",295,0.295,0.183313,59,0.983333333333333,0.0163888888888889,-77.58711,38.701422,-77.5840363,38.7002797,132,"B"
"550",265,0.265,0.164671,45,0.75,0.0125,-77.5840363,38.7002797,-77.5861886,38.698709,133,"B"
"551",17108,17.108,10.6309112,3113,51.8833333333333,0.864722222222222,-77.5861886,38.698709,-77.7262939,38.6001365,134,"B"
"552",486,0.486,0.3020004,129,2.15,0.0358333333333333,-77.7262939,38.6001365,-77.7227493,38.5967586,135,"B"
"553",925,0.925,0.574795,147,2.45,0.0408333333333333,-77.7227493,38.5967586,-77.727051,38.5900029,136,"B"
"554",4182,4.182,2.5986948,694,11.5666666666667,0.192777777777778,-77.727051,38.5900029,-77.7638279,38.5713821,137,"B"
"555",76,0.076,0.0472264,16,0.266666666666667,0.00444444444444444,-77.7638279,38.5713821,-77.7643626,38.5719216,138,"B"
"556",5491,5.491,3.4121074,941,15.6833333333333,0.261388888888889,-77.7643626,38.5719216,-77.8049507,38.535216,139,"B"
"557",128,0.128,0.0795392,22,0.366666666666667,0.00611111111111111,-77.8049507,38.535216,-77.8055376,38.5341619,140,"B"
"558",211,0.211,0.1311154,37,0.616666666666667,0.0102777777777778,-77.8055376,38.5341619,-77.8077716,38.534903,141,"B"
"559",1417,1.417,0.8805238,335,5.58333333333333,0.0930555555555556,-77.8077716,38.534903,-77.8193416,38.5268395,142,"B"
"560",8433,8.433,5.2402662,1537,25.6166666666667,0.426944444444444,-77.8193416,38.5268395,-77.81138,38.4644579,143,"B"
"561",1213,1.213,0.7537582,301,5.01666666666667,0.0836111111111111,-77.81138,38.4644579,-77.818305,38.4555802,144,"B"
"562",2469,2.469,1.5342366,481,8.01666666666667,0.133611111111111,-77.818305,38.4555802,-77.8247734,38.4344093,145,"B"
"563",3261,3.261,2.0263854,688,11.4666666666667,0.191111111111111,-77.8247734,38.4344093,-77.7984182,38.4169354,146,"B"
"564",3864,3.864,2.4010896,679,11.3166666666667,0.188611111111111,-77.7984182,38.4169354,-77.7946398,38.3860525,147,"B"
"565",3420,3.42,2.125188,993,16.55,0.275833333333333,-77.7946398,38.3860525,-77.7668058,38.3659339,148,"B"
"566",6623,6.623,4.1155322,1353,22.55,0.375833333333333,-77.7668058,38.3659339,-77.7791174,38.3120047,149,"B"
"567",2842,2.842,1.7660188,601,10.0166666666667,0.166944444444444,-77.7791174,38.3120047,-77.8104093,38.3049195,150,"B"
"568",2060,2.06,1.280084,401,6.68333333333333,0.111388888888889,-77.8104093,38.3049195,-77.7939386,38.2927027,151,"B"
"569",3110,3.11,1.932554,567,9.45,0.1575,-77.7939386,38.2927027,-77.8053752,38.2675472,152,"B"
"570",3068,3.068,1.9064552,540,9,0.15,-77.8053752,38.2675472,-77.8377935,38.2576774,153,"B"
"571",3483,3.483,2.1643362,698,11.6333333333333,0.193888888888889,-77.8377935,38.2576774,-77.8341449,38.2295625,154,"B"
"572",269,0.269,0.1671566,42,0.7,0.0116666666666667,-77.8341449,38.2295625,-77.8325528,38.2274906,155,"B"
"573",4971,4.971,3.0889794,795,13.25,0.220833333333333,-77.8325528,38.2274906,-77.8541781,38.1888018,156,"B"
"574",10061,10.061,6.2519054,1831,30.5166666666667,0.508611111111111,-77.8541781,38.1888018,-77.885459,38.1107141,157,"B"
"575",2125,2.125,1.320475,503,8.38333333333333,0.139722222222222,-77.885459,38.1107141,-77.8872848,38.0924809,158,"B"
"576",10281,10.281,6.3886134,2084,34.7333333333333,0.578888888888889,-77.8872848,38.0924809,-77.9073347,38.0107533,159,"B"
"577",130,0.13,0.080782,27,0.45,0.0075,-77.9073347,38.0107533,-77.9088141,38.0107569,160,"B"
"578",1055,1.055,0.655577,233,3.88333333333333,0.0647222222222222,-77.9088141,38.0107569,-77.9087801,38.0012714,161,"B"
"579",5124,5.124,3.1840536,881,14.6833333333333,0.244722222222222,-77.9087801,38.0012714,-77.9043946,37.9609982,162,"B"
"580",1048,1.048,0.6512272,220,3.66666666666667,0.0611111111111111,-77.9043946,37.9609982,-77.8999265,37.9525876,163,"B"
"581",1065,1.065,0.661791,160,2.66666666666667,0.0444444444444444,-77.8999265,37.9525876,-77.9015086,37.9433367,164,"B"
"582",8134,8.134,5.0544676,1574,26.2333333333333,0.437222222222222,-77.9015086,37.9433367,-77.942129,37.8840343,165,"B"
"583",1908,1.908,1.1856312,381,6.35,0.105833333333333,-77.942129,37.8840343,-77.9624495,37.8854603,166,"B"
"584",5540,5.54,3.442556,1052,17.5333333333333,0.292222222222222,-77.9624495,37.8854603,-78.000101,37.852594,167,"B"
"585",15767,15.767,9.7976138,3011,50.1833333333333,0.836388888888889,-78.000101,37.852594,-78.0540665,37.7356277,168,"B"
"586",167,0.167,0.1037738,42,0.7,0.0116666666666667,-78.0540665,37.7356277,-78.0558766,37.7351895,169,"B"
"587",10358,10.358,6.4364612,2068,34.4666666666667,0.574444444444444,-78.0558766,37.7351895,-78.099856,37.6579951,170,"B"
"588",20745,20.745,12.890943,3694,61.5666666666667,1.02611111111111,-78.099856,37.6579951,-78.2106347,37.516082,171,"B"
"589",5572,5.572,3.4624408,1005,16.75,0.279166666666667,-78.2106347,37.516082,-78.2592911,37.4872876,172,"B"
"590",2988,2.988,1.8567432,683,11.3833333333333,0.189722222222222,-78.2592911,37.4872876,-78.2798897,37.4671752,173,"B"
"591",23084,23.084,14.3443976,3997,66.6166666666667,1.11027777777778,-78.2798897,37.4671752,-78.3909523,37.304508,174,"B"
"592",26134,26.134,16.2396676,4845,80.75,1.34583333333333,-78.3909523,37.304508,-78.6637833,37.260727,175,"B"
"593",180,0.18,0.111852,74,1.23333333333333,0.0205555555555556,-78.6637833,37.260727,-78.664639,37.2621948,176,"B"
"594",1767,1.767,1.0980138,360,6,0.1,-78.664639,37.2621948,-78.6813866,37.2643667,177,"B"
"595",16043,16.043,9.9691202,2965,49.4166666666667,0.823611111111111,-78.6813866,37.2643667,-78.6889178,37.1341086,178,"B"
"596",7194,7.194,4.4703516,1347,22.45,0.374166666666667,-78.6889178,37.1341086,-78.6959949,37.0735538,179,"B"
"597",303,0.303,0.1882842,98,1.63333333333333,0.0272222222222222,-78.6959949,37.0735538,-78.6944159,37.0713008,180,"B"
"598",3524,3.524,2.1898136,629,10.4833333333333,0.174722222222222,-78.6944159,37.0713008,-78.7158654,37.0461349,181,"B"
"599",16889,16.889,10.4948246,3005,50.0833333333333,0.834722222222222,-78.7158654,37.0461349,-78.7422703,36.9131418,182,"B"
"600",7760,7.76,4.822064,1606,26.7666666666667,0.446111111111111,-78.7422703,36.9131418,-78.7838185,36.8634025,183,"B"
"601",7914,7.914,4.9177596,1307,21.7833333333333,0.363055555555556,-78.7838185,36.8634025,-78.7784903,36.7984719,184,"B"
"602",15422,15.422,9.5832308,2919,48.65,0.810833333333333,-78.7784903,36.7984719,-78.8888809,36.7050103,185,"B"
"603",875,0.875,0.543725,242,4.03333333333333,0.0672222222222222,-78.8888809,36.7050103,-78.8986889,36.704764,186,"B"
"604",780,0.78,0.484692,173,2.88333333333333,0.0480555555555556,-78.8986889,36.704764,-78.901667,36.698616,187,"B"
"605",1251,1.251,0.7773714,273,4.55,0.0758333333333333,-78.901667,36.698616,-78.9000068,36.6874823,188,"B"
"606",721,0.721,0.4480294,139,2.31666666666667,0.0386111111111111,-78.9000068,36.6874823,-78.9073709,36.6849736,189,"B"
"607",3078,3.078,1.9126692,679,11.3166666666667,0.188611111111111,-78.9073709,36.6849736,-78.91758,36.660855,190,"B"
"608",8330,8.33,5.176262,1566,26.1,0.435,-78.91758,36.660855,-78.9598776,36.609154,191,"B"
"609",4531,4.531,2.8155634,831,13.85,0.230833333333333,-78.9598776,36.609154,-78.9920261,36.5873343,192,"B"
"610",1861,1.861,1.1564254,340,5.66666666666667,0.0944444444444444,-78.9920261,36.5873343,-79.0026936,36.5732656,193,"B"
"611",841,0.841,0.5225974,164,2.73333333333333,0.0455555555555556,-79.0026936,36.5732656,-79.0119191,36.5742809,194,"B"
"612",11,0.011,0.0068354,3,0.05,0.000833333333333333,-79.0119191,36.5742809,-79.0119524,36.5741818,195,"B"
"613",1568,1.568,0.9743552,311,5.18333333333333,0.0863888888888889,-79.0119524,36.5741818,-79.0277106,36.572736,196,"B"
"614",19,0.019,0.0118066,9,0.15,0.0025,-79.0277106,36.572736,-79.0278611,36.5728588,197,"B"
"615",3749,3.749,2.3296286,757,12.6166666666667,0.210277777777778,-79.0278611,36.5728588,-79.0595892,36.5552642,198,"B"
"616",2101,2.101,1.3055614,427,7.11666666666667,0.118611111111111,-79.0595892,36.5552642,-79.070043,36.5420481,199,"B"
"617",8741,8.741,5.4316574,1574,26.2333333333333,0.437222222222222,-79.070043,36.5420481,-79.1462757,36.505411,200,"B"
"618",818,0.818,0.5083052,221,3.68333333333333,0.0613888888888889,-79.1462757,36.505411,-79.1487537,36.4983874,201,"B"
"619",1913,1.913,1.1887382,335,5.58333333333333,0.0930555555555556,-79.1487537,36.4983874,-79.1696637,36.5017393,202,"B"
"620",7449,7.449,4.6288086,1408,23.4666666666667,0.391111111111111,-79.1696637,36.5017393,-79.2415806,36.4916516,203,"B"
"621",13572,13.572,8.4336408,2460,41,0.683333333333333,-79.2415806,36.4916516,-79.3292875,36.4044307,204,"B"
"622",2184,2.184,1.3571376,350,5.83333333333333,0.0972222222222222,-79.3292875,36.4044307,-79.3312036,36.3855024,205,"B"
"623",2984,2.984,1.8542576,724,12.0666666666667,0.201111111111111,-79.3312036,36.3855024,-79.3599364,36.3744747,206,"B"
"624",3547,3.547,2.2041058,725,12.0833333333333,0.201388888888889,-79.3599364,36.3744747,-79.3606059,36.3453772,207,"B"
"625",5763,5.763,3.5811282,1113,18.55,0.309166666666667,-79.3606059,36.3453772,-79.4070659,36.3138626,208,"B"
"626",12415,12.415,7.714681,2253,37.55,0.625833333333333,-79.4070659,36.3138626,-79.5201167,36.2800376,209,"B"
"627",1419,1.419,0.8817666,246,4.1,0.0683333333333333,-79.5201167,36.2800376,-79.5205871,36.2672888,210,"B"
"628",19,0.019,0.0118066,2,0.0333333333333333,0.000555555555555556,-79.5205871,36.2672888,-79.5207912,36.2672344,211,"B"
"629",148,0.148,0.0919672,101,1.68333333333333,0.0280555555555556,-79.5207912,36.2672344,-79.5206372,36.2659098,212,"B"
"630",4593,4.593,2.8540902,741,12.35,0.205833333333333,-79.5206372,36.2659098,-79.5552,36.2356,213,"B"
"631",2221,2.221,1.3801294,476,7.93333333333333,0.132222222222222,-79.5552,36.2356,-79.5686756,36.2195875,214,"B"
"632",1032,1.032,0.6412848,215,3.58333333333333,0.0597222222222222,-79.5686756,36.2195875,-79.5792309,36.2180147,215,"B"
"633",11081,11.081,6.8857334,2261,37.6833333333333,0.628055555555556,-79.5792309,36.2180147,-79.6110569,36.1320716,216,"B"
"634",6224,6.224,3.8675936,1114,18.5666666666667,0.309444444444444,-79.6110569,36.1320716,-79.6636604,36.1019309,217,"B"
"635",98,0.098,0.0608972,11,0.183333333333333,0.00305555555555556,-79.6636604,36.1019309,-79.6632872,36.1011068,218,"B"
"636",1873,1.873,1.1638822,348,5.8,0.0966666666666667,-79.6632872,36.1011068,-79.6787491,36.0905218,219,"B"
"637",459,0.459,0.2852226,82,1.36666666666667,0.0227777777777778,-79.6787491,36.0905218,-79.6801695,36.0865597,220,"B"
"638",4,0.004,0.0024856,18,0.3,0.005,-79.6801695,36.0865597,-79.6802087,36.0865697,221,"B"
"639",296,0.296,0.1839344,88,1.46666666666667,0.0244444444444444,-79.6802087,36.0865697,-79.6804436,36.0839279,222,"B"
"640",3251,3.251,2.0201714,627,10.45,0.174166666666667,-79.6804436,36.0839279,-79.6994976,36.0617652,223,"B"
"641",1272,1.272,0.7904208,247,4.11666666666667,0.0686111111111111,-79.6994976,36.0617652,-79.7128814,36.0598075,224,"B"
"642",1457,1.457,0.9053798,281,4.68333333333333,0.0780555555555556,-79.7128814,36.0598075,-79.7058893,36.0483535,225,"B"
"643",5363,5.363,3.3325682,1082,18.0333333333333,0.300555555555556,-79.7058893,36.0483535,-79.758482,36.035416,226,"B"
"644",479,0.479,0.2976506,95,1.58333333333333,0.0263888888888889,-79.758482,36.035416,-79.7634502,36.0369056,227,"B"
"645",454,0.454,0.2821156,101,1.68333333333333,0.0280555555555556,-79.7634502,36.0369056,-79.7639515,36.0329509,228,"B"
"646",433,0.433,0.2690662,81,1.35,0.0225,-79.7639515,36.0329509,-79.7652255,36.0295868,229,"B"
"647",96,0.096,0.0596544,12,0.2,0.00333333333333333,-79.7652255,36.0295868,-79.7661751,36.0292864,230,"B"
"648",248,0.248,0.1541072,70,1.16666666666667,0.0194444444444444,-79.7661751,36.0292864,-79.7679621,36.0309649,231,"B"
"649",1275,1.275,0.792285,302,5.03333333333333,0.0838888888888889,-79.7679621,36.0309649,-79.7760255,36.0215831,232,"B"
"650",4565,4.565,2.836691,857,14.2833333333333,0.238055555555556,-79.7760255,36.0215831,-79.7773942,35.9809024,233,"B"
"651",3475,3.475,2.159365,634,10.5666666666667,0.176111111111111,-79.7773942,35.9809024,-79.7948406,35.9542987,234,"B"
"652",2984,2.984,1.8542576,720,12,0.2,-79.7948406,35.9542987,-79.8272024,35.9521021,235,"B"
"653",560,0.56,0.347984,121,2.01666666666667,0.0336111111111111,-79.8272024,35.9521021,-79.8267337,35.9470815,236,"B"
"654",5968,5.968,3.7085152,1108,18.4666666666667,0.307777777777778,-79.8267337,35.9470815,-79.8601453,35.9023603,237,"B"
"655",6402,6.402,3.9782028,1439,23.9833333333333,0.399722222222222,-79.8601453,35.9023603,-79.907236,35.8709515,238,"B"
"656",524,0.524,0.3256136,143,2.38333333333333,0.0397222222222222,-79.907236,35.8709515,-79.903348,35.8674575,239,"B"
"657",1335,1.335,0.829569,234,3.9,0.065,-79.903348,35.8674575,-79.9054817,35.8562338,240,"B"
